Molecule_ID,ext,External_ID,Gene,Name,Source_acc,Regulation_case.control,Validation,Scores
A785H,,PDZD9_HUMAN,PDZD9,PDZ domain-containing protein C16ORF65,A_23_P412508,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A7862,,SPYA_HUMAN,TLH6;AGXT;AGT1,Serine-pyruvate aminotransferase,A_23_P83590,ratio: 11.54,ratio_log2fc: 3.53,,p-value: 0.015069
A786D,,PALMD_HUMAN,PALMD;PALML,Palmdelphin,A_23_P23669,ratio: 0.23,ratio_log2fc: -2.15,,p-value: 0.010175
A786I,,TISB_HUMAN,ZFP36L1;BERG36;BRF1,Zinc finger protein 36;C3H1 type-like 1,A_23_P99540,ratio: 0.3,ratio_log2fc: -1.75,,p-value: 0.015077
A7873,,ST17A_HUMAN,STK17A;DRAK1,Serine/threonine protein kinase 17A,A_23_P82550,ratio: 0.22,ratio_log2fc: -2.16,,p-value: 0.011319
A787B,,ABCG8_HUMAN,ABCG8,ATP-binding cassette;sub-family G;member 8,A_23_P90577,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.014904
A787D,,PAMR1_HUMAN,PAMR1;RAMP;FP938,Inactive serine protease PAMR1,A_23_P127911,ratio: 3.41,ratio_log2fc: 1.77,,p-value: 0.013999
A787I,,TISD_HUMAN,ZFP36L2;BRF2;ERF2,Butyrate response factor 2,A_23_P101960,ratio: 0.27,ratio_log2fc: -1.89,,p-value: 0.013999
A7881,,ST2A1_HUMAN,SULT2A1;HST;STD,Bile salt sulfotransferase,A_24_P224684,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A7888,,STEA4_HUMAN,STEAP4;STAMP2;TNFAIP9,Metalloreductase STEAP4,A_24_P351906,ratio: 0.14,ratio_log2fc: -2.81,,p-value: 0.013999
A788A,X,NOP56_HUMAN,NOP56;NOL5A,Nucleolar protein Nop56,A_23_P79927,ratio: 4.02,ratio_log2fc: 2.01,,p-value: 0.013999
A788H,,PE2R4_HUMAN,PTGER4;PTGER2,Prostaglandin E2 receptor;EP4 subtype,A_23_P435394,ratio: 0.32,ratio_log2fc: -1.63,,p-value: 0.015077
A7892,,STK25_HUMAN,STK25;SOK1;YSK1,Serine/threonine protein kinase 25,A_24_P276983,ratio: 5.97,ratio_log2fc: 2.58,,p-value: 0.006694
A7892,,STK25_HUMAN,STK25;SOK1;YSK1,Serine/threonine protein kinase 25,A_23_P252653,ratio: 5.72,ratio_log2fc: 2.52,,p-value: 0.013999
A789K,,TPTE_HUMAN,TPTE;BJ-HCC-5,Putative protein-tyrosine phosphatase TPTE,A_32_P64966,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A7908,X,SYAC_HUMAN,AARS,Alanyl-tRNA synthetase,A_24_P172990,ratio: 4.96,ratio_log2fc: 2.31,,p-value: 0.011745
A7911,,SYCM_HUMAN,CARS2,Probable Cysteinyl-tRNA synthetase;mitochondrial,A_23_P117238,ratio: 5.01,ratio_log2fc: 2.32,,p-value: 0.014348
A7916,,SYFA_HUMAN,FARSLA;FARSA;FARS,Phenylalanyl-tRNA synthetase alpha chain,A_23_P78685,ratio: 3.58,ratio_log2fc: 1.84,,p-value: 0.013999
A791D,,PC4L1_HUMAN,PCP4L1;IQM1,Purkinje cell protein 4-like protein 1,A_32_P214665,ratio: 6.04,ratio_log2fc: 2.59,,p-value: 0.006293
A7920,,SYHC_HUMAN,HARS;HRS,Histidyl-tRNA synthetase;cytoplasmic,A_24_P89284,ratio: 6.87,ratio_log2fc: 2.78,,p-value: 0.006399
A7925,X,SYMC_HUMAN,MARS,Methionyl-tRNA synthetase;cytoplasmic,A_23_P128036,ratio: 7.98,ratio_log2fc: 3.00,,p-value: 0.013999
A7926,,SYMM_HUMAN,MARS2;MetRS,Methionyl-tRNA synthetase;mitochondrial precursor,A_23_P108492,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A7930,X,SYQ_HUMAN,QARS;PRO2195,Glutaminyl-tRNA synthetase,A_32_P532216,ratio: 12.17,ratio_log2fc: 3.61,,p-value: 0.012049
A7938,X,SYVC_HUMAN,VARS;G7A;VARS2,Valyl-tRNA synthetase 2,A_23_P258714,ratio: 3.73,ratio_log2fc: 1.90,,p-value: 0.013999
A793B,X,ACTY_HUMAN,ACTR1B;CTRN2;ARP1,Beta-centractin,A_23_P28279,ratio: 4.89,ratio_log2fc: 2.29,,p-value: 0.014741
A7942,,SYWM_HUMAN,WARS2,Tryptophanyl-tRNA synthetase;mitochondrial precursor,A_24_P926554,ratio: 0.19,ratio_log2fc: -2.41,,p-value: 0.015063
A794F,,CG062_HUMAN,,Uncharacterized protein C7ORF62,A_23_P42855,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.01425
A794G,,HRH3_HUMAN,HRH3;GPCR97,Histamine H3 receptor,A_23_P412990,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A7958,,TENC1_HUMAN,TENC1;TNS2,Tensin2,A_23_P151297,ratio: 6.74,ratio_log2fc: 2.75,,p-value: 0.005647
A795B,X,AFAM_HUMAN,AFM;ALB2;ALBA,Afamin precursor,A_23_P69606,ratio: 15.91,ratio_log2fc: 3.99,,p-value: 0.013999
A795G,X,HRH4_HUMAN,H4;HRH4;GPCR105,Histamine H4 receptor,A_23_P386310,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A796A,,NR0B1_HUMAN,DAX-1;NR0B1;AHC,Nuclear receptor subfamily 0 group B member 1,A_23_P73632,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.013999
A796D,,PEF1_HUMAN,PEF1;ABP32;UNQ1845/PRO3573,Peflin,A_23_P313,ratio: 4.78,ratio_log2fc: 2.26,,p-value: 0.011055
A7971,,TGM4_HUMAN,TGM4;hTGP;HTGP,Protein-glutamine glutamyltransferase 4,A_23_P41241,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A7976,,THIK_HUMAN,ACAA1;ACAA;PTHIO,3-ketoacyl-CoA thiolase;peroxisomal precursor,A_24_P379858,ratio: 22.29,ratio_log2fc: 4.48,,p-value: 0.008783
A797D,,PHLB1_HUMAN,PHLDB1;LL5A;DLNB07,Pleckstrin homology-like domain family B member 1,A_23_P24555,ratio: 3.74,ratio_log2fc: 1.90,,p-value: 0.013999
A7980,,THNS2_HUMAN,THNSL2,Threonine synthase-like 2,A_23_P259207,ratio: 14.38,ratio_log2fc: 3.85,,p-value: 0.008044
A798A,,NR1H2_HUMAN,NR1H2;LXRB;NER,Oxysterols receptor LXR-beta,A_23_P55926,ratio: 4.39,ratio_log2fc: 2.13,,p-value: 0.008512
A798G,,HS3S1_HUMAN,HS3ST1;3OST;3OST1,Heparan sulfate 3-O-sulfotransferase-1 precursor,A_23_P121657,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.005903
A798I,X,TLR7_HUMAN,TLR7;UNQ248/PRO285;UNQ248,Toll-like receptor 7 precursor,A_23_P62437,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.013999
A7994,,TLL1_HUMAN,TLL1;TLL,Tolloid-like protein 1 precursor,A_23_P427645,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.013999
A7994,,TLL1_HUMAN,TLL1;TLL,Tolloid-like protein 1 precursor,A_24_P145163,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A7995,,TLL2_HUMAN,TLL2,Tolloid-like 2 protein,A_23_P436158,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A7998,,TM11E_HUMAN,TMPRSS11E;DESC1;TMPRSS11E2,Serine protease DESC1 precursor,A_23_P18751,ratio: 0.18,ratio_log2fc: -2.51,,p-value: 0.014647
A799F,,CGAT2_HUMAN,CSGALNACT2;CHGN2;GALNACT2,"Beta-1,4-N-acethylgalactosaminyltransferase 2",A_23_P161269,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.014429
A799G,,HS3S5_HUMAN,HS3ST5;3OST5;HS3OST5,Heparan sulfate 3-OST-5,A_23_P351295,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A799G,,HS3S5_HUMAN,HS3ST5;3OST5;HS3OST5,Heparan sulfate 3-OST-5,A_24_P226508,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014118
A8000,,TM55B_HUMAN,TMEM55B,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",A_23_P48610,ratio: 3.93,ratio_log2fc: 1.98,,p-value: 0.013999
A8004,,TMPS6_HUMAN,TMPRSS6;UNQ354/PRO618;PVAE354,Transmembrane protease;serine 6,A_23_P313588,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A800B,,AP1S3_HUMAN,AP1S3,Adapter-related protein complex 1 sigma 1C subunit,A_23_P385295,ratio: 0.31,ratio_log2fc: -1.71,,p-value: 0.013999
A8012,,TOPK_HUMAN,PBK;TOPK;NORI-3,Lymphokine-activated killer T-cell-originated protein kinase,A_32_P62997,ratio: 0.07,ratio_log2fc: -3.81,,p-value: 0.013999
A8014,,TPH2_HUMAN,TPH2;NTPH,Tryptophan 5-hydroxylase 2,A_24_P401787,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A8022,X,TRDMT_HUMAN,TRDMT1;DNMT2,tRNA (cytosine-5-)-methyltransferase,A_32_P21579,ratio: 0.13,ratio_log2fc: -2.97,,p-value: 0.013999
A8027,,TRI23_HUMAN,TRIM23;ARD1;ARFD1,GTP-binding protein ARD-1,A_23_P167384,ratio: 0.18,ratio_log2fc: -2.46,,p-value: 0.013999
A8029,X,TRI31_HUMAN,TRIM31;RNF,E3 Ubiquitin-protein ligase TRIM31,A_23_P122493,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.013999
A802D,,PKHA1_HUMAN,PLEKHA1;TAPP1,Pleckstrin homology domain-containing family A member 1,A_24_P269814,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 0.01481
A802F,,CH037_HUMAN,,Hypothetical protein FLJ30600,A_24_P237566,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013291
A802I,,TM108_HUMAN,TMEM108;UNQ1875/PRO4318;UNQ1875,Transmembrane protein 108 precursor,A_24_P51016,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8030,,TRI36_HUMAN,TRIM36;RBCC728;RNF98,Tripartite motif-containing 36,A_24_P363134,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8032,,TRI41_HUMAN,TRIM41;RINCK;PP4522,E3 ubiquitin-protein ligase TRIM41,A_23_P167521,ratio: 5.22,ratio_log2fc: 2.38,,p-value: 0.006197
A8032,,TRI41_HUMAN,TRIM41;RINCK;PP4522,E3 ubiquitin-protein ligase TRIM41,A_24_P252020,ratio: 4.68,ratio_log2fc: 2.23,,p-value: 0.013999
A8035,,TRIM9_HUMAN,TRIM9;RNF91,E3 ubiquitin-protein ligase TRIM9,A_23_P205632,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A803H,,PGRP4_HUMAN,PGLYRP4;PGRPIB;SBBI67,Peptidoglycan recognition protein 4,A_24_P231302,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8044,X,TRUA_HUMAN,PUS1;PP8985,tRNA pseudouridine synthase A,A_24_P335358,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 0.013999
A8047,,TRXR1_HUMAN,TXNRD1;TR;TR1,Thioredoxin reductase 1,A_23_P204581,ratio: 0.24,ratio_log2fc: -2.07,,p-value: 0.013999
A804D,,PKHA2_HUMAN,PLEKHA2;TAPP2,Pleckstrin homology domain-containing family A (phosphoinositide binding specific) member 2,A_32_P150130,ratio: 0.23,ratio_log2fc: -2.13,,p-value: 0.013999
A804G,,HSF5_HUMAN,HSF5;HSTF5,Heat shock factor protein 5,A_24_P119413,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A8051,,TRY3_HUMAN,PRSS3;mesotrypsinogen;PRSS4,Trypsin III precursor,A_23_P135257,ratio: 4.07,ratio_log2fc: 2.03,,p-value: 0.013999
A8056,,TRYD_HUMAN,TPSD1,Tryptase delta precursor,A_23_P140716,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.013999
A8065,,TTK_HUMAN,TTK;MPS1;MPS1L1,Dual specificity protein kinase TTK,A_23_P259586,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.015204
A8069,,TTLL3_HUMAN,TTLL3;PRO0207,Tubulin monoglycylase TTLL3,A_23_P380928,ratio: 2.88,ratio_log2fc: 1.53,,p-value: 0.01488
A806B,,AP4E1_HUMAN,AP4E1,Adapter-related protein complex 4 epsilon 1 subunit,A_23_P413131,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A806H,,PHAX_HUMAN,PHAX;RNUXA,RNA U small nuclear RNA export adapter protein,A_24_P191884,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.008335
A8075,X,TUT7_HUMAN,ZCCHC6;HS2;TUT7,Terminal uridylyltransferase 7,A_24_P68275,ratio: 0.19,ratio_log2fc: -2.41,,p-value: 0.013999
A807D,,PKHA6_HUMAN,PLEKHA6;PEPP3,Pleckstrin homology domain containing;family A member 6,A_23_P148753,ratio: 3.12,ratio_log2fc: 1.64,,p-value: 0.013999
A807I,,TM11F_HUMAN,TMPRSS11F;HATL4,Transmembrane protease;serine 11F,A_24_P411515,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.014737
A8081,,TYRO3_HUMAN,TYRO3;BYK;DTK,Tyrosine-protein kinase receptor TYRO3 precursor,A_23_P54517,ratio: 9.04,ratio_log2fc: 3.18,,p-value: 0.003069
A8082,,TYSD1_HUMAN,TYSND1,Trypsin domain containing 1,A_23_P423480,ratio: 6.67,ratio_log2fc: 2.74,,p-value: 0.005713
A808H,,PHF12_HUMAN,PHF12,PHD finger protein 12,A_23_P305761,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A8092,X,UBA1_HUMAN,UBA1;UBE1;A1S9T,Ubiquitin-activating enzyme E1,A_24_P237374,ratio: 4.29,ratio_log2fc: 2.10,,p-value: 0.013999
A8097,,UBA7_HUMAN,UBA7;UBE1L;UBE2,Ubiquitin-like modifier-activating enzyme 7,A_23_P21207,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 0.01266
A8098,X,UBC12_HUMAN,UBE2M;UBC12;UBC-RS2,Ubiquitin-conjugating enzyme E2 M,A_23_P141847,ratio: 4.9,ratio_log2fc: 2.29,,p-value: 0.008581
A809D,,PKHG3_HUMAN,PLEKHG3,Pleckstrin homology domain containing;family G;member 3,A_32_P311737,ratio: 3.2,ratio_log2fc: 1.68,,p-value: 0.013999
A8102,,UBE2S_HUMAN,UBE2S;E2EPF;E2-EPF,Ubiquitin-conjugating enzyme E2-24 kDa,A_32_P184933,ratio: 2.89,ratio_log2fc: 1.53,,p-value: 0.013999
A8106,,UBE3C_HUMAN,UBE3C,Ubiquitin-protein ligase E3C,A_24_P212443,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A810G,,HXA13_HUMAN,HOXA13;HOX1J,Homeobox protein Hox-A13,A_23_P31306,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014118
A8114,,UBP19_HUMAN,USP19;ZMYND9,Ubiquitin carboxyl-terminal hydrolase 19,A_23_P113789,ratio: 4.12,ratio_log2fc: 2.04,,p-value: 0.012974
A8118,X,UBP26_HUMAN,USP26,Ubiquitin carboxyl-terminal hydrolase 26,A_23_P158118,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.01428
A811A,,NUTM1_HUMAN,NUTM1;NUT,Protein NUT,A_23_P393955,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A811C,,ARFP2_HUMAN,ARFIP2;POR1,Arfaptin 2,A_23_P139228,ratio: 4.2,ratio_log2fc: 2.07,,p-value: 0.013999
A811F,,CHKB_HUMAN,CHKB;CHETK;CHKL,Choline/ethanolamine kinase,A_23_P314120,ratio: 7.04,ratio_log2fc: 2.82,,p-value: 0.013999
A811G,X,HXB13_HUMAN,HOXB13,Homeobox protein Hox-B13,A_24_P365015,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A8121,,UBP33_HUMAN,USP33;VDU1,Ubiquitin carboxyl-terminal hydrolase 33,A_23_P106,ratio: 0.25,ratio_log2fc: -2.03,,p-value: 0.013999
A8123,,UBP4_HUMAN,USP4;UNP;UNPH,Ubiquitin carboxyl-terminal hydrolase 4,A_23_P80891,ratio: 2.91,ratio_log2fc: 1.54,,p-value: 0.013999
A8126,X,UBP47_HUMAN,USP47;My002,Ubiquitin carboxyl-terminal hydrolase 47,A_24_P218620,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A8128,X,UBP5_HUMAN,USP5;ISOT,Ubiquitin carboxyl-terminal hydrolase 5,A_23_P64954,ratio: 5.5,ratio_log2fc: 2.46,,p-value: 0.013999
A812F,,CHMP7_HUMAN,CHMP7,Charged multivesicular body protein 7,A_32_P70220,ratio: 2.97,ratio_log2fc: 1.57,,p-value: 0.013999
A8135,,UBR4_HUMAN,UBR4;RBAF600;ZUBR1,E3 ubiquitin-protein ligase UBR4,A_23_P86164,ratio: 8.22,ratio_log2fc: 3.04,,p-value: 0.013999
A8136,,UBR5_HUMAN,UBR5;EDD;EDD1,E3 ubiquitin-protein ligase UBR5,A_32_P159400,ratio: 0.29,ratio_log2fc: -1.79,,p-value: 0.013999
A813A,,OLIG2_HUMAN,OLIG2;BHLHB1;BHLHE19,Oligodendrocyte transcription factor 2,A_23_P211079,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A813B,,APOC3_HUMAN,APOC3,Apolipoprotein C-III precursor,A_23_P203183,ratio: 11.43,ratio_log2fc: 3.51,,p-value: 0.00594
A813F,,CHP2_HUMAN,CHP2;HCA520,Calcineurin B homologous protein 2,A_23_P349463,ratio: 30.53,ratio_log2fc: 4.93,,p-value: 0.007761
A8143,,UCKL1_HUMAN,UCKL1;URKL1;F538,Uridine-cytidine kinase-like 1,A_23_P17330,ratio: 4.59,ratio_log2fc: 2.20,,p-value: 0.013999
A814A,,ONEC2_HUMAN,ONECUT2;HNF6B,One cut domain family member 2,A_23_P66988,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.013999
A814F,,CHP3_HUMAN,TESC;TSC;CHP3,Calcineurin B homologous protein 3,A_23_P76538,ratio: 0.24,ratio_log2fc: -2.03,,p-value: 0.013999
A8156,,UD2B4_HUMAN,UGT2B4;UGT2B11,UDP-glucuronosyltransferase 2B4 precursor;microsomal,A_23_P335214,ratio: 8.71,ratio_log2fc: 3.12,,p-value: 0.013999
A8157,,UD2B7_HUMAN,UGT2B7;UGTB2B9,UDP-glucuronosyltransferase 2B7 precursor;microsomal,A_23_P136671,ratio: 7.28,ratio_log2fc: 2.86,,p-value: 0.013999
A815C,,ARMC4_HUMAN,ARMC4,Armadillo repeat-containing protein 4,A_32_P141418,ratio: 0.2,ratio_log2fc: -2.34,,p-value: 0.014574
A8161,,UDB17_HUMAN,UGT2B17,UDP-glucuronosyltransferase 2B17 precursor;microsomal,A_24_P17691,ratio: 7.79,ratio_log2fc: 2.96,,p-value: 0.013367
A8161,,UDB17_HUMAN,UGT2B17,UDP-glucuronosyltransferase 2B17 precursor;microsomal,A_23_P501624,ratio: 0.13,ratio_log2fc: -2.91,,p-value: 0.013999
A816B,,APOF_HUMAN,APOF,Apolipoprotein F precursor,A_23_P87491,ratio: 0.15,ratio_log2fc: -2.73,,p-value: 0.013999
A816D,,PR14L_HUMAN,PRR14L,Novel protein,A_23_P388301,ratio: 0.17,ratio_log2fc: -2.57,,p-value: 0.013999
A816H,,PHLA2_HUMAN,PHLDA2;BWR1C;HLDA2,Pleckstrin homology-like domain family A member 2,A_23_P47614,ratio: 0.26,ratio_log2fc: -1.93,,p-value: 0.012996
A8171,,ULK3_HUMAN,ULK3,Serine/threonine-protein kinase ULK3,A_23_P206107,ratio: 16.96,ratio_log2fc: 4.08,,p-value: 0.002371
A8175,X,UPP1_HUMAN,UPP1;UP,Uridine phosphorylase 1,A_23_P351275,ratio: 3.35,ratio_log2fc: 1.74,,p-value: 0.013999
A817G,,HYAL4_HUMAN,HYAL4;CSHY,Hyaluronidase 4,A_23_P250228,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.014309
A818G,X,HYAS2_HUMAN,HAS2,Hyaluronan synthase 2,A_23_P10206,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A8197,X,WNK2_HUMAN,WNK2;PRKWNK2;SDCCAG43,Serine/threonine-protein kinase WNK2,A_24_P942600,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A819F,,CHUR_HUMAN,CHURC1;CHCH;My015,Churchill protein,A_24_P227617,ratio: 0.22,ratio_log2fc: -2.20,,p-value: 0.013999
A8200,,WWP2_HUMAN,WWP2,Nedd-4-like ubiquitin-protein ligase WWP2,A_23_P206684,ratio: 3.29,ratio_log2fc: 1.72,,p-value: 0.013999
A8204,X,XPP2_HUMAN,XPNPEP2,X-prolyl aminopeptidase (aminopeptidase P) 2;membrane-bound,A_24_P211709,ratio: 11.53,ratio_log2fc: 3.53,,p-value: 0.011232
A8206,,XRN1_HUMAN,XRN1;Sep-01,DNA strand-exchange protein SEP1,A_23_P132822,ratio: 0.26,ratio_log2fc: -1.96,,p-value: 0.013999
A8214,,M3K19_HUMAN,MAP3K19;YSK4;RCK,SPS1/STE20-related protein kinase YSK4,A_24_P63078,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A8218,,ZC12D_HUMAN,ZC3H12D;TFL;MCPIP4,Zinc finger CCCH-type-containing protein 12D,A_24_P109176,ratio: 0.18,ratio_log2fc: -2.51,,p-value: 0.013999
A821C,,ASML_HUMAN,ASMTL;ASMTLX;ASMTLY,N-acetylserotonin O-methyltransferase-like protein,A_23_P159544,ratio: 3.28,ratio_log2fc: 1.71,,p-value: 0.013999
A8228,,ZSWM2_HUMAN,ZSWIM2;ZZZ2,E3 ubiquitin-protein ligase ZSWIM2,A_32_P437041,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A823J,,KLH32_HUMAN,KLHL32;BKLHD5;UG0030H05,Kelch-like protein 32,A_23_P425766,ratio: 0.14,ratio_log2fc: -2.82,,p-value: 0.013999
A826B,,AQP3_HUMAN,AQP3,Aquaporin 3,A_23_P112482,ratio: 12.82,ratio_log2fc: 3.68,,p-value: 0.012657
A826C,,ATG2A_HUMAN,ATG2A,Autophagy-related protein 2 homolog A,A_23_P361820,ratio: 3.92,ratio_log2fc: 1.97,,p-value: 0.011913
A826G,,I17RC_HUMAN,IL17RC;UNQ6118/PRO20040/PRO38901;UNQ6118,Interleukin-17 receptor C precursor,A_23_P166775,ratio: 5.36,ratio_log2fc: 2.42,,p-value: 0.013999
A826H,X,PI5PA_HUMAN,INPP5J;PIB5PA;PIPP,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",A_24_P284805,ratio: 7.17,ratio_log2fc: 2.84,,p-value: 0.005591
A826K,,A4GCT_HUMAN,A4GNT;alpha4GnT,"Alpha-1,4-N-acetylglucosaminyltransferase",A_23_P58046,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.015225
A8273,X,KV402_HUMAN,IGK;SDNK1;A30,Ig kappa chain,A_32_P76137,ratio: 0.1,ratio_log2fc: -3.27,,p-value: 0.009826
A8274,,IGLL1_HUMAN,IGLL1;IGL1;IGLJ14.1,Immunoglobulin lambda-like polypeptide 1 precursor,A_23_P120812,ratio: 12.5,ratio_log2fc: 3.64,,p-value: 0.003069
A827B,,AQP4_HUMAN,AQP4,Aquaporin 4,A_24_P202522,ratio: 0.13,ratio_log2fc: -2.99,,p-value: 0.012895
A827B,,AQP4_HUMAN,AQP4,Aquaporin 4,A_23_P107565,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A827C,,ATG2B_HUMAN,ATG2B,Autophagy-related protein 2 homolog B,A_24_P332941,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A827D,,PRB3_HUMAN,PRB3,Basic salivary proline-rich protein 3,A_23_P116890,ratio: 4.12,ratio_log2fc: 2.04,,p-value: 0.012904
A828A,,PASD1_HUMAN,PASD1,PAS domain-containing protein 1,A_23_P404059,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A829F,,CIDEA_HUMAN,CIDEA,Cell death activator CIDE-A,A_23_P376704,ratio: 8.25,ratio_log2fc: 3.04,,p-value: 0.013159
A830C,X,AXDN1_HUMAN,AXDND1,Uncharacterized protein,A_23_P392235,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A832C,,EFC13_HUMAN,EFCAB13,EF-hand domain-containing protein C17orf57,A_24_P374445,ratio: 0.17,ratio_log2fc: -2.57,,p-value: 0.013999
A832F,,CIP2A_HUMAN,CIP2A,Protein CIP2A,A_24_P351466,ratio: 0.13,ratio_log2fc: -2.91,,p-value: 0.013999
A834G,,I36RA_HUMAN,IL36RN;IL1F5;FIL1D,Interleukin 1 family member 5,A_23_P39856,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A834G,,I36RA_HUMAN,IL36RN;IL1F5;FIL1D,Interleukin 1 family member 5,A_24_P68783,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.01403
A834H,,PIGQ_HUMAN,PIGQ;GPI1,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,A_23_P502609,ratio: 8.41,ratio_log2fc: 3.07,,p-value: 0.014687
A834J,,T2R42_HUMAN,TAS2R42;TAS2R55;hT2R55,Taste receptor type 2 member 42,A_24_P14902,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A835F,,CITE4_HUMAN,CITED4;MRG2,CBP/P300-interacting transactivator 4,A_32_P209230,ratio: 0.28,ratio_log2fc: -1.84,,p-value: 0.013999
A836B,,ARFG2_HUMAN,ARFGAP2;ZNF289,ADP-ribosylation factor GTPase-activating protein 2,A_23_P161552,ratio: 10.44,ratio_log2fc: 3.38,,p-value: 0.004374
A836D,,PRR11_HUMAN,PRR11,Proline-rich protein 11,A_23_P207307,ratio: 0.16,ratio_log2fc: -2.69,,p-value: 0.013999
A836H,,PIGW_HUMAN,PIGW;PIG-W,Phosphatidylinositol glycan biosynthesis;class W protein,A_23_P379794,ratio: 0.25,ratio_log2fc: -1.99,,p-value: 0.013999
A8378,X,A2AP_HUMAN,SERPINF2;AAP;PLI,Alpha-2-antiplasmin precursor,A_23_P89270,ratio: 25.08,ratio_log2fc: 4.65,,p-value: 0.003804
A8385,,ANXA3_HUMAN,ANXA3;ANX3,Annexin A3,A_23_P121716,ratio: 0.19,ratio_log2fc: -2.43,,p-value: 0.010197
A8389,,CAR18_HUMAN,CARD18;ICEBERG;UNQ5804/PRO19611,Caspase recruitment domain-containing protein 18,A_23_P86975,ratio: 0.15,ratio_log2fc: -2.75,,p-value: 0.014678
A838G,,ICA1L_HUMAN,ICA1L;ALS2CR14;ALS2CR15,Islet cell autoantigen 1-like protein,A_23_P430168,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A838I,,TM220_HUMAN,TMEM220,Transmembrane protein 220,A_24_P783433,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A8394,,CRLD1_HUMAN,CRISPLD1;CRISP10;LCRISP1,Cysteine-rich secretory protein LCCL domain-containing 1 precursor,A_23_P59960,ratio: 0.34,ratio_log2fc: -1.57,,p-value: 0.013999
A8397,,CST8_HUMAN,CST8;CRES,Cystatin 8,A_23_P79993,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014043
