Gene_Name	RVIS
SLCO1A2	30.82
SLCO1B1	91.07
SLCO1B3	84.74
SLCO1B7	96.47
SLCO1C1	53.98
SLCO2A1	70.69
SLCO2B1	22.78
SLCO3A1	18.78
SLCO4A1	4.78
SLCO4C1	32.15
SLCO5A1	80.34
SLCO6A1	94.05
SLFN11	60.71
SLFN12	94.21
SLFN12L	99.01
SLFN13	99
SLFN14	98.93
SLFN5	83.57
SLFNL1	90.46
SLIRP	56.64
SLIT1	1.7
SLIT2	1.4
SLIT3	1.37
SLITRK1	11.06
SLITRK2	12.88
SLITRK3	29.43
SLITRK4	12.77
SLITRK5	2.82
SLITRK6	13.05
SLK	28.16
SLMAP	6.17
SLMO1	39.68
SLMO2	71.08
SLN	59.43
SLPI	46.2
SLTM	7.77
SLU7	46.92
SLURP1	65.33
SLX1A	NA
SLX1B	NA
SLX4	92.73
SMAD1	26.23
SMAD2	27.42
SMAD3	30.37
SMAD4	31.69
SMAD5	NA
SMAD6	NA
SMAD7	NA
SMAD9	12.88
SMAGP	64.11
SMAP1	48.35
SMAP2	32.94
SMARCA1	27.88
SMARCA2	1.82
SMARCA4	0.6
SMARCA5	8.75
SMARCAD1	70.58
SMARCAL1	44.09
SMARCB1	30.07
SMARCC1	11.28
SMARCC2	2.71
SMARCD1	41.64
SMARCD2	38.58
SMARCD3	22.36
SMARCE1	53.51
SMC1A	22.09
SMC1B	70.73
SMC2	16.74
SMC3	10.3
SMC4	8.6
SMC5	33.53
SMC6	11.94
SMCHD1	2.57
SMCO1	NA
SMCP	77.45
SMCR7	20.78
SMCR7L	77.16
SMCR8	12.62
SMEK1	16.36
SMEK2	21.73
SMG1	0.54
SMG5	8.14
SMG6	42.06
SMG7	32.23
SMG8	10.92
SMG9	13.45
SMIM1	NA
SMIM17	NA
SMIM2	NA
SMIM22	NA
SMKR1	NA
SMLR1	NA
SMN1	NA
SMN2	NA
SMNDC1	51.04
SMO	18.9
SMOC1	55.61
SMOC2	20.82
SMOX	6.23
SMPD1	96.48
SMPD2	45.36
SMPD3	10.12
SMPD4	4.31
SMPDL3A	82.08
SMPDL3B	52.15
SMPX	54.63
SMR3A	78.28
SMR3B	56.25
SMS	32.62
SMTN	77.33
SMTNL1	NA
SMTNL2	NA
SMU1	42.88
SMUG1	60.09
SMURF1	4.39
SMURF2	15.12
SMYD1	39.17
SMYD2	74.49
SMYD3	31.93
SMYD4	94.8
SMYD5	50.01
SNAI1	60.09
SNAI2	46.2
SNAI3	90.11
SNAP23	39.68
SNAP25	52.85
SNAP29	60.09
SNAP47	86.75
SNAP91	18.96
SNAPC1	53.73
SNAPC2	76.31
SNAPC3	48.54
SNAPC4	72.76
SNAPC5	46.2
SNAPIN	54.63
SNCA	42.88
SNCAIP	68.54
SNCB	49.39
SNCG	90.84
SND1	7.48
SNED1	4.36
SNF8	30.07
SNIP1	63.2
SNN	47.79
SNPH	16.53
SNRK	16.53
SNRNP200	1.17
SNRNP25	49.76
SNRNP27	51.04
SNRNP35	32.94
SNRNP40	28.63
SNRNP48	35.99
SNRNP70	NA
SNRPA	20.26
SNRPA1	72.01
SNRPB	33.97
SNRPB2	44.54
SNRPC	51.04
SNRPD1	62.38
SNRPD2	47.79
SNRPD3	58
SNRPE	62.38
SNRPF	60.96
SNRPG	62.38
SNRPN	38.28
SNTA1	29.16
SNTB1	23.51
SNTB2	NA
SNTG1	64.74
SNTG2	90.77
SNTN	61.28
SNUPN	82.66
SNURF	51.04
SNW1	22.09
SNX1	21.56
SNX10	46.2
SNX11	27.42
SNX12	56.25
SNX13	24.46
SNX14	22.65
SNX15	67.19
SNX16	81.38
SNX17	57.31
SNX18	34.71
SNX19	94.46
SNX2	14.97
SNX20	82.66
SNX21	61.91
SNX22	51.4
SNX24	47.79
SNX25	40.6
SNX27	58.53
SNX29	19.73
SNX3	62.38
SNX30	24.19
SNX31	80.96
SNX32	11.88
SNX33	15.86
SNX4	18.44
SNX5	35.99
SNX6	36.86
SNX7	55.45
SNX8	75.51
SNX9	43.91
SOAT1	33.47
SOAT2	66.17
SOBP	63.2
SOCS1	NA
SOCS2	66.57
SOCS3	51.04
SOCS4	25.56
SOCS5	8.75
SOCS6	7.94
SOCS7	NA
SOD1	47.79
SOD2	70.06
SOD3	NA
SOGA1	NA
SOGA2	4.97
SOGA3	18.59
SOHLH1	59.04
SOHLH2	61.91
SOLH	NA
SON	1.99
SORBS1	79.05
SORBS2	20.95
SORBS3	69.72
SORCS1	6.36
SORCS2	25.87
SORCS3	6.04
SORD	88.74
SORL1	1.16
SORT1	75.51
SOS1	8.54
SOS2	9.72
SOST	NA
SOSTDC1	54.95
SOWAHA	NA
SOWAHB	33.34
SOWAHC	NA
SOWAHD	NA
SOX1	NA
SOX10	23.04
SOX11	NA
SOX12	NA
SOX13	86.71
SOX14	47.79
SOX15	NA
SOX17	NA
SOX18	NA
SOX2	44.54
SOX21	NA
SOX3	NA
SOX30	93.85
SOX4	NA
SOX5	9.09
SOX6	6.72
SOX7	25.56
SOX8	NA
SOX9	14.4
SP1	9.55
SP100	68.57
SP110	81.1
SP140	72.8
SP140L	95.09
SP2	11.28
SP3	48.69
SP4	11.18
SP5	NA
SP6	NA
SP7	12.24
SP8	NA
SP9	NA
SPA17	59.76
SPACA1	32.94
SPACA3	89.79
SPACA4	68.98
SPACA5	NA
SPACA5B	NA
SPACA7	57.15
SPAG1	87.69
SPAG11A	NA
SPAG11B	NA
SPAG16	66.13
SPAG17	82.88
SPAG4	81.48
SPAG5	27.08
SPAG6	51.66
SPAG7	68.98
SPAG8	88.82
SPAG9	6.56
SPAM1	77.16
SPANXA1	NA
SPANXA2	NA
SPANXB1	NA
SPANXB2	NA
SPANXC	95.48
SPANXD	93.14
SPANXN1	59.76
SPANXN2	76.67
SPANXN3	67.92
SPANXN4	69.83
SPANXN5	51.04
SPARC	72.38
SPARCL1	80.3
SPAST	48.54
SPATA12	44.89
SPATA13	97.67
SPATA16	96.6
SPATA17	43.91
SPATA18	62.14
SPATA19	49.76
SPATA2	10.85
SPATA20	18.26
SPATA21	94.04
SPATA22	90.92
SPATA24	78.95
SPATA25	90.56
SPATA2L	NA
SPATA3	87.4
SPATA4	69.21
SPATA5	37.66
SPATA5L1	37.54
SPATA6	32.15
SPATA6L	93.21
SPATA7	92.3
SPATA8	87.34
SPATA9	68.13
SPATC1	78.02
SPATS1	69.21
SPATS2	34.71
SPATS2L	65.96
SPC24	76.67
SPC25	54.95
SPCS1	71.81
SPCS2	54.63
SPCS3	54.63
SPDEF	72.66
SPDYA	61.28
SPDYC	22.36
SPDYE1	NA
SPDYE2	NA
SPDYE2B	NA
SPDYE3	NA
SPDYE4	78.28
SPECC1	5.89
SPECC1L	33.53
SPEF1	72.01
SPEF2	99.07
SPEG	48.92
SPEM1	79.38
SPEN	1.21
SPERT	51.92
SPESP1	63.2
SPG11	22.79
SPG20	22.7
SPG21	39.95
SPG7	7.62
SPHAR	60.96
SPHK1	37.54
SPHK2	63.57
SPHKAP	12.34
SPI1	41.25
SPIB	35.75
SPIC	46.49
SPICE1	69.66
SPIN1	54.63
SPIN2A	NA
SPIN2B	NA
SPIN3	42.88
SPIN4	52.85
SPINK1	87.82
SPINK13	52.85
SPINK14	56.25
SPINK2	54.63
SPINK4	83.07
SPINK5	99.09
SPINK6	80.46
SPINK7	67.72
SPINK8	80.46
SPINK9	56.25
SPINLW1	77.45
SPINLW1-WFDC6	67.92
SPINT1	70.73
SPINT2	77.7
SPINT3	84.27
SPINT4	78.16
SPIRE1	6.72
SPIRE2	14.78
SPN	34.6
SPNS1	18.72
SPNS2	8.85
SPNS3	42.32
SPO11	78.46
SPOCD1	95.15
SPOCK1	22.51
SPOCK2	14.08
SPOCK3	57.31
SPON2	52.09
SPOP	39.68
SPOPL	51.66
SPP1	50.34
SPP2	31.69
SPPL2A	90.34
SPPL2C	98.1
SPPL3	38.28
SPR	NA
SPRED1	25.37
SPRED2	15.2
SPRED3	NA
SPRN	NA
SPRR1A	68.72
SPRR1B	61.28
SPRR2A	72.94
SPRR2B	58
SPRR2D	66.57
SPRR2E	68.72
SPRR2F	89.35
SPRR2G	79.79
SPRR3	78.46
SPRR4	74.95
SPRTN	18.72
SPRY1	41.91
SPRY2	60.09
SPRY3	34.32
SPRY4	50.34
SPRYD3	21.2
SPRYD4	70.06
SPRYD7	44.54
SPSB1	41.64
SPSB2	41.64
SPSB3	24.46
SPSB4	NA
SPTA1	99.79
SPTAN1	0.31
SPTB	0.78
SPTBN1	0.22
SPTBN2	0.14
SPTBN4	2.13
SPTBN5	NA
SPTLC1	35.99
SPTLC2	35.99
SPTLC3	37.43
SPTSSA	49.39
SPTSSB	54.63
SPTY2D1	74.58
SPZ1	95.71
SQLE	46.99
SQRDL	77.85
SQSTM1	34.88
SRA1	82.66
SRBD1	59.19
SRC	14.97
SRCAP	0.15
SRCIN1	9.27
SRCRB4D	82.25
SRD5A1	48.12
SRD5A3	66.82
SREBF1	12.6
SREBF2	2.09
SREK1	33.2
SREK1IP1	68.72
SRF	44.89
SRFBP1	91.02
SRGAP1	12.01
SRGAP3	2.84
SRGN	85.42
SRI	73.11
SRL	7.43
SRM	27.42
SRMS	90.48
SRP14	64.11
SRP19	41.25
SRP54	27.42
SRP68	80.2
SRP72	18.06
SRP9	49.39
SRPK1	30.56
SRPK2	5.57
SRPK3	30.82
SRPR	10.43
SRPRB	50.01
SRPX	68.38
SRPX2	65.96
SRR	23.04
SRRD	43.57
SRRM1	9.68
SRRM2	0.08
SRRM3	NA
SRRM4	62.1
SRRM5	99.19
SRRT	3.05
SRSF1	52.85
SRSF10	NA
SRSF11	26.23
SRSF12	73.11
SRSF2	35.42
SRSF3	56.25
SRSF4	58.85
SRSF5	22.09
SRSF6	19.31
SRSF7	38.28
SRSF9	49.76
SRXN1	NA
SRY	NA
SS18	45.13
SS18L1	20.7
SS18L2	60.96
SSB	37.11
SSBP1	49.39
SSBP2	51.4
SSBP3	16.36
SSBP4	32.94
SSC5D	99.62
SSFA2	68.6
SSH1	28.31
SSH2	45.68
SSH3	13.15
SSNA1	52.85
SSPN	83.78
SSR1	65.56
SSR2	38.28
SSR3	36.86
SSR4	54.63
SSRP1	13.45
SSSCA1	56.64
SST	78.16
SSTR1	48.35
SSTR2	28.93
SSTR3	55.79
SSTR4	30.7
SSTR5	27.03
SSU72	42.88
SSX1	71.41
SSX2	NA
SSX2B	NA
SSX2IP	15.12
SSX3	89.02
SSX4	NA
SSX4B	NA
SSX5	95.41
SSX7	87.01
ST13	75.12
ST14	29.59
ST18	17.5
ST20	86.41
ST20-MTHFS	NA
ST3GAL1	71.5
ST3GAL2	28.93
ST3GAL3	29.16
ST3GAL4	56.92
ST3GAL5	27.69
ST3GAL6	38.82
ST5	14.26
ST6GAL1	12.77
ST6GAL2	96.6
ST6GALNAC1	64.92
ST6GALNAC2	53.98
ST6GALNAC3	41.91
ST6GALNAC4	18.59
ST6GALNAC5	23.04
ST6GALNAC6	7.94
ST7	35.99
ST7L	97.39
ST8SIA1	61.73
ST8SIA2	25.56
ST8SIA3	32.94
ST8SIA4	30.07
ST8SIA5	38.82
ST8SIA6	67.19
STAB1	0.16
STAB2	0.72
STAC	40.45
STAC2	8.8
STAC3	43.57
STAG1	7.71
STAG2	17.03
STAG3	6.91
STAM	22.65
STAM2	27.69
STAMBP	57.15
STAMBPL1	57.31
STAP1	18.44
STAP2	24.46
STAR	45.13
STARD10	38.82
STARD13	5.21
STARD3	36.17
STARD3NL	38.28
STARD4	32.62
STARD5	76.81
STARD6	89.96
STARD7	50.01
STARD8	86.36
STARD9	99.91
STAT1	33.2
STAT2	14.14
STAT3	22.36
STAT4	43.77
STAT5A	16.53
STAT5B	10.3
STAT6	15.27
STATH	71.81
STAU1	31.93
STAU2	73.54
STBD1	64.51
STC1	42.88
STC2	20.54
STEAP1	38.58
STEAP1B	97.06
STEAP2	80.1
STEAP3	45.65
STEAP4	87.95
STH	84.27
STIL	85.29
STIM1	37.54
STIM2	5.41
STIP1	19.54
STK10	9.78
STK11	20.54
STK11IP	37.75
STK16	33.2
STK17A	64.51
STK17B	51.4
STK19	68.13
STK24	30.37
STK25	7.66
STK3	28.93
STK31	95.9
STK32A	22.36
STK32B	16.63
STK32C	29.31
STK33	48.69
STK35	NA
STK36	92.86
STK38	32.62
STK38L	28.63
STK39	30.37
STK4	25.56
STK40	9.17
STMN1	70.87
STMN2	52.85
STMN3	49.39
STMN4	56.64
STMND1	NA
STOM	71.08
STOML1	26.73
STOML2	23.04
STOML3	78.59
STON1	95.91
STON1-GTF2A1L	93.31
STON2	25.84
STOX1	95.14
STOX2	40.65
STRA13	79.79
STRA6	71.64
STRA8	64.11
STRADA	58.74
STRADB	24
STRAP	41.64
STRBP	24.19
STRC	NA
STRN	38.98
STRN3	18.78
STRN4	5.08
STS	40.45
STT3A	16.36
STT3B	13.33
STUB1	34.32
STX10	48.35
STX11	83.98
STX12	47.79
STX16	35.99
STX17	64.32
STX18	60.31
STX19	70.06
STX1A	28.63
STX1B	41.25
STX2	82.08
STX3	76.15
STX4	18.44
STX5	29.16
STX6	20.26
STX7	46.49
STX8	83.78
STXBP1	14.97
STXBP2	77.29
STXBP3	21.41
STXBP4	65.96
STXBP5	26.98
STXBP5L	24.63
STXBP6	36.86
STYK1	66.07
STYX	41.25
STYXL1	57.15
SUB1	52.85
SUCLA2	48.54
SUCLG1	23.25
SUCLG2	83.36
SUCNR1	31.69
SUCO	5.52
SUDS3	36.86
SUFU	18.59
SUGP1	8
SUGP2	75.68
SUGT1	39.95
SULF1	22.75
SULF2	3.08
SULT1A1	42.16
SULT1A2	87.99
SULT1A3	NA
SULT1A4	NA
SULT1B1	61.73
SULT1C2	95.84
SULT1C3	95.87
SULT1C4	55.22
SULT1E1	43.29
SULT2A1	70.26
SULT2B1	83.36
SULT4A1	31.46
SULT6B1	97.68
SUMF1	40.36
SUMF2	77.16
SUMO1	60.96
SUMO2	65.04
SUMO3	68.72
SUMO4	88.96
SUN1	88.14
SUN2	57.54
SUN3	87.95
SUN5	34.71
SUOX	64.61
SUPT16H	17.31
SUPT3H	93.14
SUPT4H1	67.72
SUPT5H	4.1
SUPT6H	1.07
SUPT7L	43.57
SUPV3L1	8.85
SURF1	41.91
SURF2	83.25
SURF4	36.86
SURF6	96.28
SUSD1	25.79
SUSD2	7.35
SUSD3	78.46
SUSD4	18.78
SUSD5	95.56
SUV39H1	38.28
SUV39H2	32.62
SUV420H1	9.21
SUV420H2	NA
SUZ12	41.91
SV2A	5.41
SV2B	5.99
SV2C	36.28
SVEP1	99.76
SVIL	4.34
SVIP	54.63
SVOPL	48.87
SWAP70	21.41
SWI5	85.53
SWSAP1	72.23
SWT1	83.53
SYAP1	41.25
SYBU	39.11
SYCE1	94.52
SYCE1L	85.92
SYCE2	79.04
SYCE3	86.89
SYCN	51.04
SYCP1	69.57
SYCP2	89.58
SYCP2L	94.44
SYCP3	38.28
SYDE1	NA
SYDE2	85.83
SYF2	76.81
SYK	13.45
SYMPK	3.69
SYN1	NA
SYN3	36.17
SYNC	95.31
SYNCRIP	19.31
SYNDIG1	57.31
SYNDIG1L	81.99
SYNE1	41.65
SYNE2	99.63
SYNE3	92.66
SYNE4	74.58
SYNGAP1	6.23
SYNGR1	15.76
SYNGR2	28.93
SYNGR3	NA
SYNGR4	83.36
SYNJ1	79.67
SYNJ2	1.95
SYNJ2BP	82.45
SYNM	NA
SYNPO	40.68
SYNPO2	36.36
SYNPO2L	22.7
SYNPR	32.94
SYNRG	14.82
SYP	42.88
SYPL1	38.58
SYPL2	89.7
SYS1	62.74
SYT1	43.29
SYT10	30.7
SYT11	35.99
SYT12	32.15
SYT13	20.7
SYT14	22.36
SYT15	87.24
SYT16	78.8
SYT17	5.24
SYT2	17.03
SYT3	5.37
SYT4	55.22
SYT5	55.45
SYT6	10.37
SYT7	15.62
SYT8	92.63
SYT9	48.54
SYTL1	34.71
SYTL2	94.23
SYTL3	84.7
SYTL4	70.44
SYTL5	81.63
SYVN1	14.02
SZRD1	42.88
SZT2	NA
T	85.18
TAAR1	34.6
TAAR2	67.19
TAAR5	79.46
TAAR6	97.71
TAAR8	80.1
TAB1	5.64
TAB2	6.72
TAB3	15.62
TAC1	52.85
TAC3	56.64
TAC4	67.72
TACC1	16.71
TACC2	99.68
TACC3	60.76
TACO1	39.95
TACR1	13.33
TACR2	97.85
TACR3	30.56
TACSTD2	91.8
TADA1	37.11
TADA2A	77.06
TADA2B	32.62
TADA3	14.4
TAF1	25.73
TAF10	NA
TAF11	73.11
TAF12	65.33
TAF13	49.39
TAF15	12.97
TAF1A	82.66
TAF1B	86.8
TAF1C	82.46
TAF1D	70.26
TAF1L	17.75
TAF2	50.5
TAF3	81.6
TAF4	NA
TAF4B	82.31
TAF5	19.54
TAF5L	7.48
TAF6	5.64
TAF6L	29.31
TAF7	31.46
TAF7L	72.38
TAF8	27.69
TAF9	29.16
TAF9B	35.42
TAGAP	89.86
TAGLN	51.66
TAGLN2	43.29
TAGLN3	51.04
TAL1	NA
TAL2	78.16
TALDO1	14.02
TAMM41	48.54
TANC1	5.27
TANC2	0.67
TANK	79.25
TAOK1	17.16
TAOK2	0.6
TAOK3	12.46
TAP1	97.95
TAP2	95.56
TAPBP	63.49
TAPBPL	90.39
TAPT1	72.38
TARBP1	36.36
TARBP2	30.37
TARDBP	27.42
TARM1	86.48
TARS	82.87
TARS2	34.82
TARSL2	3.37
TAS1R1	99.47
TAS1R2	91.13
TAS1R3	1.74
TAS2R1	60.31
TAS2R10	41.91
TAS2R13	51.66
TAS2R14	85.1
TAS2R16	50.01
TAS2R19	90.62
TAS2R20	97.71
TAS2R3	65.76
TAS2R30	76.15
TAS2R31	98.11
TAS2R38	92.92
TAS2R39	93.53
TAS2R4	94.89
TAS2R40	78.28
TAS2R41	72.38
TAS2R42	91.51
TAS2R43	98.81
TAS2R46	70.44
TAS2R5	92.52
TAS2R50	65.76
TAS2R60	67.03
TAS2R7	92.92
TAS2R8	96.51
TAS2R9	92.23
TASP1	39.95
TAT	19.54
TATDN1	68.13
TATDN2	84.68
TATDN3	92.47
TAX1BP1	42.16
TAX1BP3	56.64
TAZ	59.76
TBATA	74.63
TBC1D1	54.16
TBC1D10A	26.85
TBC1D10B	51.92
TBC1D10C	11.06
TBC1D12	NA
TBC1D13	32.94
TBC1D14	11.98
TBC1D15	10.43
TBC1D16	23.73
TBC1D17	12.53
TBC1D19	35.99
TBC1D2	68.58
TBC1D20	39.95
TBC1D21	43.77
TBC1D22A	67.43
TBC1D22B	25.37
TBC1D23	12.46
TBC1D24	82.83
TBC1D25	57.15
TBC1D26	93.77
TBC1D28	60.09
TBC1D29	67.92
TBC1D2B	59.04
TBC1D3	NA
TBC1D30	NA
TBC1D3B	NA
TBC1D3C	NA
TBC1D3F	NA
TBC1D3G	NA
TBC1D3H	NA
TBC1D4	91.12
TBC1D5	60.65
TBC1D7	41.91
TBC1D8	8.21
TBC1D8B	6.32
TBC1D9	9.68
TBC1D9B	24.22
TBCA	52.85
TBCB	27.42
TBCC	69.46
TBCCD1	9.55
TBCD	3.89
TBCE	87.66
TBCEL	43.29
TBCK	50.5
TBK1	33.2
TBKBP1	NA
TBL1X	11.77
TBL1XR1	41.25
TBL1Y	NA
TBL2	9.61
TBL3	30.08
TBP	36.86
TBPL1	72.94
TBPL2	61.91
TBR1	26.23
TBRG1	39.95
TBRG4	24.53
TBX1	NA
TBX10	46.92
TBX15	65.96
TBX18	26.73
TBX19	9.17
TBX2	NA
TBX20	12.77
TBX21	13.94
TBX22	40.16
TBX3	14.08
TBX4	18.78
TBX5	19.8
TBX6	50.22
TBXA2R	43.57
TBXAS1	89.87
TC2N	46.99
TCAP	78.28
TCEA1	73.97
TCEA2	30.37
TCEA3	30.37
TCEAL1	59.43
TCEAL2	77.57
TCEAL3	67.72
TCEAL4	68.72
TCEAL5	66.57
TCEAL6	48.12
TCEAL7	62.38
TCEAL8	60.96
TCEANC	84.93
TCEANC2	60.09
TCEB1	59.43
TCEB2	66.82
TCEB3	90.17
TCEB3B	98.26
TCEB3C	NA
TCEB3CL	NA
TCEB3CL2	NA
TCERG1	10.8
TCERG1L	73.61
TCF12	14.67
TCF15	NA
TCF19	87.87
TCF20	0.85
TCF21	70.06
TCF23	65.76
TCF24	NA
TCF25	7.2
TCF3	47.26
TCF4	19.54
TCF7	62
TCF7L1	53.98
TCF7L2	37.54
TCFL5	NA
TCHH	95.58
TCHHL1	64.92
TCHP	22.7
TCIRG1	6.58
TCL1A	79.89
TCL1B	87.82
TCN1	50.45
TCN2	97.49
TCOF1	78.7
TCP1	29.16
TCP10	98.93
TCP10L	64.51
TCP10L2	NA
TCP11	81.55
TCP11L1	80.1
TCP11L2	57.41
TCP11X2	NA
TCTA	62.74
TCTE1	88.48
TCTE3	69.21
TCTEX1D1	77.57
TCTEX1D2	71.08
TCTEX1D4	NA
TCTN1	66.07
TCTN2	11.94
TCTN3	69.46
TDG	63.2
TDGF1	69.21
TDO2	53.73
TDP1	21.77
TDP2	91.26
TDRD1	20.94
TDRD10	76.96
TDRD12	89.91
TDRD3	25.56
TDRD5	85.29
TDRD6	16.08
TDRD7	5.17
TDRD9	39.28
TDRKH	85.1
TEAD1	21.2
TEAD2	55.61
TEAD3	45.13
TEAD4	74.58
TEC	12.88
TECPR1	1.3
TECPR2	22.84
TECR	38.28
TECRL	73.41
TECTA	1.03
TECTB	43.77
TEDDM1	72.23
TEF	35.42
TEFM	46.74
TEK	30.9
TEKT1	90.39
TEKT2	30.74
TEKT3	89.51
TEKT4	93.63
TEKT5	98.25
TELO2	76.68
TEN1	67.72
TENC1	4.82
TENM2	NA
TEP1	99.71
TEPP	48.54
TERF1	17.75
TERF2	68.13
TERF2IP	41.64
TERT	NA
TES	19.54
TESC	38.58
TESK1	27.88
TESK2	68.44
TESPA1	95.35
TET1	76.32
TET2	97.56
TET3	3.48
TEX10	14.67
TEX101	55.22
TEX11	24.46
TEX12	79.79
TEX13A	NA
TEX13B	89.96
TEX14	10.6
TEX15	98.91
TEX19	88.62
TEX2	9.38
TEX22	NA
TEX26	78.59
TEX261	36.86
TEX264	50.01
TEX28	NA
TEX29	43.29
TEX30	47.79
TEX33	85.1
TEX34	38.98
TEX35	93.56
TEX38	NA
TEX40	NA
TEX9	45.26
TF	10.12
TFAM	51.4
TFAP2A	25.15
TFAP2B	31.69
TFAP2C	37.11
TFAP2D	55.22
TFAP2E	NA
TFAP4	60.09
TFB1M	70.44
TFB2M	43.77
TFCP2	24
TFCP2L1	26.85
TFDP1	7.94
TFDP2	43.29
TFDP3	86.17
TFE3	80.01
TFEB	17.91
TFEC	70.26
TFF1	80.58
TFF2	81.22
TFF3	75.87
TFG	37.32
TFIP11	3.42
TFPI	73.27
TFPI2	81.38
TFPT	43.57
TFR2	20.91
TFRC	14.67
TG	95.71
TGDS	35.75
TGFA	43.29
TGFB1	44.89
TGFB1I1	23.25
TGFB2	50.01
TGFB3	17.75
TGFBI	16.02
TGFBR1	34.32
TGFBR2	50.34
TGFBR3	66.24
TGFBR3L	NA
TGFBRAP1	7.83
TGIF1	57.41
TGIF2	38.28
TGIF2-C20orf24	NA
TGIF2LX	65.56
TGIF2LY	NA
TGM1	48.93
TGM2	11.48
TGM3	37.76
TGM4	89.31
TGM5	88.09
TGM6	96.08
TGM7	62.17
TGOLN2	94.89
TGS1	98.77
TH	9.27
TH1L	5.76
THADA	77.98
THAP1	46.2
THAP10	25.15
THAP11	32.62
THAP2	70.06
THAP3	90.86
THAP4	40.45
THAP5	37.11
THAP6	83.14
THAP7	NA
THAP8	81.99
THAP9	83.53
THBD	NA
THBS1	2.39
THBS2	23.05
THBS3	3.66
THBS4	36.32
THEG	44.05
THEGL	NA
THEM4	89.66
THEM5	90.84
THEM6	NA
THEMIS	29.49
THEMIS2	20.78
THG1L	35.75
THNSL1	78.74
THNSL2	77.23
THOC1	24.19
THOC2	18.59
THOC3	NA
THOC5	68.38
THOC6	6.72
THOC7	41.25
THOP1	3.7
THPO	32.94
THRA	19.31
THRAP3	17.4
THRB	23.04
THRSP	64.32
THSD1	60.68
THSD4	9.41
THSD7A	4.87
THSD7B	NA
THTPA	35.75
THUMPD1	45.26
THUMPD2	18.72
THUMPD3	70.58
THY1	54.63
THYN1	33.97
TIA1	69.21
TIAF1	87.34
TIAL1	41.25
TIAM1	9.84
TIAM2	33.54
TICAM1	42.25
TICAM2	76.05
TICRR	93.64
TIE1	1.83
TIFA	51.4
TIFAB	37.11
TIGD1	NA
TIGD2	43.77
TIGD3	25.56
TIGD4	78.69
TIGD5	NA
TIGD6	94.41
TIGD7	16.63
TIGIT	27.69
TIMD4	64.82
TIMELESS	75.13
TIMM10	54.63
TIMM13	51.04
TIMM17A	59.76
TIMM17B	44.54
TIMM21	35.75
TIMM22	61.49
TIMM23	NA
TIMM44	60.65
TIMM50	50.34
TIMM8A	56.25
TIMM8B	42.88
TIMM9	58
TIMMDC1	74.37
TIMP1	58.26
TIMP2	31.46
TIMP3	42.88
TIMP4	22.09
TINAG	91.67
TINAGL1	15.12
TINF2	55.45
TIPARP	15.76
TIPIN	86.08
TIPRL	61.28
TIRAP	91.51
TJAP1	69.51
TJP1	2.26
TJP2	95.18
TJP3	63.49
TK1	38.58
TK2	35.42
TKT	22.7
TKTL1	10.03
TKTL2	40.6
TLCD1	55.22
TLCD2	NA
TLE1	3.16
TLE2	6.56
TLE3	8
TLE4	19.73
TLE6	3.97
TLK1	26.53
TLK2	34.32
TLL1	9.72
TLL2	73.74
TLN1	0.37
TLN2	0.35
TLR1	94.07
TLR10	98.36
TLR2	42.28
TLR3	36.28
TLR4	52.32
TLR5	96.21
TLR6	89.29
TLR7	26.85
TLR8	36.17
TLR9	3
TLX1	51.4
TLX1NB	NA
TLX2	NA
TLX3	46.2
TM2D1	NA
TM2D2	53.19
TM2D3	74.37
TM4SF1	32.62
TM4SF18	39.95
TM4SF19	89.39
TM4SF2	NA
TM4SF20	85.53
TM4SF4	34.32
TM4SF5	49.76
TM6SF1	34.32
TM6SF2	75.43
TM7SF2	27.88
TM7SF3	42.06
TM9SF1	66.07
TM9SF2	12.24
TM9SF3	26.23
TM9SF4	21.41
TMA16	85.42
TMA7	58
TMBIM1	57.15
TMBIM4	68.98
TMBIM6	35.42
TMC1	16.68
TMC2	71.68
TMC3	95.29
TMC4	84.68
TMC5	87.29
TMC6	79.66
TMC7	79.61
TMC8	67.5
TMCC1	24.19
TMCC2	7.48
TMCC3	66.13
TMCO1	58
TMCO2	74.95
TMCO3	45.65
TMCO4	78.05
TMCO5A	85.04
TMCO6	50.22
TMCO7	52.35
TMED1	31.46
TMED10	56.25
TMED2	44.54
TMED3	64.51
TMED4	39.68
TMED5	60.09
TMED6	83.25
TMED7	52.85
TMED7-TICAM2	68.13
TMED8	46.49
TMED9	51.4
TMEFF1	24
TMEFF2	43.29
TMEM100	44.54
TMEM101	26.23
TMEM102	NA
TMEM104	63.62
TMEM105	85.98
TMEM106A	66.82
TMEM106B	73.27
TMEM106C	82.08
TMEM107	52.85
TMEM108	4.22
TMEM109	39.95
TMEM11	38.28
TMEM110	66.82
TMEM110-MUSTN1	75.29
TMEM115	38.58
TMEM116	55.22
TMEM117	43.57
TMEM119	58.74
TMEM120A	NA
TMEM120B	45.26
TMEM121	NA
TMEM123	82.51
TMEM125	81.48
TMEM126A	78.46
TMEM126B	76.05
TMEM127	49.76
TMEM128	59.76
TMEM129	49.76
TMEM130	9.55
TMEM131	7.63
TMEM132A	24.71
TMEM132B	2.68
TMEM132C	NA
TMEM132D	21.85
TMEM132E	62.17
TMEM133	59.76
TMEM134	NA
TMEM135	90.65
TMEM136	36.86
TMEM138	35.42
TMEM139	85.42
