CCDSr20	%geneCov	RVIS[pop_maf_0.05%(any)]	%RVIS[pop_maf_0.05%(any)]	Edge_case_RVIS[pop_maf_0.05%(any)]	OE-ratio_[ExAC v2]	%OE-ratio_[ExAC v2]	alternative-RVIS[maf_0.0025%]	alternative-%RVIS[maf_0.0025%]
TEF	0.768844221	-0.571631141	24.99511241	Y	0.828863167	7.595669542	-0.478348085	27.01763099
TEX33	0.747380675	0.721693007	79.52101662	N	1.073430944	88.83807098	0.819197514	85.10057114
TFIP11	1	-1.084094791	11.49560117	N	0.95663374	33.80420309	-1.614321698	4.552603261
THAP7	0.67940552	-0.047599345	47.16520039	N	0.870456099	12.18664968	-0.010749913	49.47438126
THOC5	1	-0.355147095	33.42130987	N	0.934209811	25.94222196	-0.780171941	16.72874762
TIMP3	1	0.132244151	55.88465298	Y	0.712616026	2.41996179	-0.039614248	47.93477361
TMEM184B	0.999201278	-0.481077648	28.26979472	N	0.856049746	10.3861518	-0.663922772	20.06456419
TMEM211	1	0.307544592	63.81231672	Y	0.944910533	29.30006368	0.060498033	53.46411721
TMPRSS6	0.929292929	0.999865639	86.34408602	N	0.984467009	46.85926012	1.133425059	91.25072428
TNFRSF13C	0.591474245	0.022715052	50.52785924	Y	0.846642864	9.274590401	0.017505844	51.05537621
TNRC6B	0.91542637	-1.661773527	4.916911046	N	0.935754782	26.34747872	-1.894520355	3.13715752
TOB2	1	-0.063550876	46.39296188	N	0.996668342	53.77178255	-0.170335466	40.97342935
TOM1	1	0.418676352	68.41642229	N	1.071764233	88.46176113	1.182428564	91.83014651
TOMM22	1	-0.017210813	48.56304985	Y	0.980574345	44.76929312	-0.142255373	42.35576525
TOP3B	0.863173766	-0.341422385	33.91006843	N	0.940649182	27.98008452	-0.329052272	33.44921778
TPST2	0.991273997	-0.501217837	27.51710655	N	0.859510942	10.78561917	-0.215420664	38.77162487
TRABD	0.950847458	-0.653704941	22.30694037	N	0.942891341	28.61691658	0.042181854	52.46254449
TRIOBP	0.901069519	4.447365213	99.65786901	N	1.015889628	65.09581428	3.62933572	99.41230031
TRMT2A	1	0.43739829	69.23753666	N	1.041571628	78.07560933	1.285875105	92.9641586
TRMU	0.93568147	0.16236772	57.38025415	N	1.109062716	94.93429051	0.078109586	54.44913501
TSPO	0.644787645	1.062788129	87.43890518	N	1.277435736	99.63526892	0.837870517	85.59721877
TSSK2	1	0.357806793	65.97262952	N	0.979670615	44.36982574	0.826778448	85.3406175
TST	0.874164811	1.005021635	86.49071359	N	1.01842131	66.53158108	0.685764951	81.47504346
TTC38	0.976060192	0.552536074	73.66568915	N	1.058897797	84.94181671	0.891486241	86.805728
TTLL1	1	-0.277614539	36.67644184	N	0.913455855	20.13547155	-0.239227678	37.63761278
TTLL12	0.899345747	0.092857996	54.01759531	N	1.066621704	87.21125456	0.913640703	87.30237563
TUBA8	0.996339678	0.089735542	53.89051808	N	1.029287061	72.1762288	0.4358249	72.26222995
TUBGCP6	0.96112311	1.657840157	95.02443793	N	1.054646612	83.47131361	3.196859839	99.14742157
TXN2	1	0.15924759	57.1945259	Y	0.899250579	16.99762635	0.093984495	55.29343597
TXNRD2	0.867329047	0.314495407	64.06647116	N	0.980251928	44.6129798	0.548145848	76.86449797
TYMP	0.671791444	-0.045280694	47.2629521	N	1.050219399	81.78660337	-0.506426007	25.79256684
UBE2L3	0.702346041	-0.024073851	48.25024438	Y	0.296674768	0.057893823	-0.066124414	46.46966311
UFD1	1	-0.521811271	26.71554252	Y	0.800937698	5.783592891	-0.480702439	26.87691416
UPB1	1	-0.052854634	46.91104594	N	1.062105317	85.91443293	0.366757553	69.05057528
UPK3A	0.938914027	0.520541808	72.52199413	N	1.106302698	94.59271696	0.721606782	82.56766824
UQCR10	1	0.461547524	70.31280547	Y	1.172671192	98.43686679	0.418132363	71.35998676
USP18	0.94978355	0.110231995	54.79960899	N	0.917110055	21.01545765	-0.136935966	42.67858621
VPREB1	0.900662252	0.638009076	76.70576735	N	0.980508853	44.74034621	0.654376564	80.49002566
VPREB3	1	0.704940776	78.94428152	N	1.02879286	71.90991721	0.508912846	75.40766493
WBP2NL	1	0.856714397	83.11827957	N	1.053025913	82.85763909	0.44498425	72.64299313
WNT7B	1	-0.763238471	19.1202346	N	0.841141636	8.718809703	-0.668631746	19.89901498
XBP1	0.71446384	0.031092687	50.96774194	Y	1.26041039	99.49632374	0.117791873	56.60127473
XKR3	0.592939481	0.448265707	69.71652004	N	1.094714234	92.89642795	0.077414825	54.39947024
XPNPEP3	0.935251799	-0.642652211	22.65884653	N	1.0039528	58.05592543	-0.861450632	14.87459647
XRCC6	1	-1.247734013	9.032258065	N	0.821269537	7.010941932	-1.071631642	10.59514941
YDJC	0.538461538	-0.058651352	46.61779081	Y	1.083688644	91.03803624	0.508912846	75.40766493
YPEL1	1	-0.086814726	45.3372434	Y	0.80979247	6.322005442	-0.144784511	42.25643573
YWHAH	0.880536913	-0.253736521	37.74193548	Y	0.645743483	1.2736641	-0.254315118	36.93402864
ZBED4	0.968714448	-0.364512993	32.98142717	N	0.919250218	21.53071267	0.001276558	50.16968794
ZC3H7B	1	-1.253711545	8.944281525	N	0.91931332	21.54229144	-1.048968214	11.05868719
ZDHHC8	0.869565217	-0.391597776	31.84750733	N	0.872262391	12.51085509	0.181532687	59.87087162
ZMAT5	0.873345936	-0.072732978	45.99217986	Y	0.875569676	12.97400567	0.236916208	62.69348564
ZNF280B	1	0.115223956	55.08308895	N	0.985495856	47.36293637	-0.155511617	41.7597881
ZNF70	1	-0.440346696	29.85337243	N	0.947753737	30.34794187	-0.079207579	45.80746627
ZNF74	1	0.631679283	76.44183773	N	1.147848225	97.56845945	-0.131183353	43.02623955
ZNRF3	0.886035878	-1.104240988	11.08504399	N	0.926743872	23.71909917	-1.330331169	7.118616009
ABCB7	0.99870801	0.614722284	80.56426332	N	0.801227467	5.800961037	-0.075349012	44.76923077
ABCD1	0.806068602	-0.572807123	20.68965517	N	0.899370087	17.02078388	-0.104462128	42.30769231
ACE2	1	0.112073735	57.68025078	N	1.004887365	58.54223354	-0.412690579	24.76923077
ACOT9	0.984363895	0.21905007	65.04702194	N	1.028467168	71.78834018	0.16397041	60.76923077
ACSL4	1	-1.172275683	8.934169279	N	0.825389483	7.288832282	-0.99632721	10.61538462
ACTRT1	1	0.429627393	73.6677116	N	1.060564959	85.45707173	0.752826903	84.76923077
ADGRG2	0.998733376	0.745581948	84.63949843	N	0.942695625	28.54744399	0.940278114	88.46153846
ADGRG4	0.99689208	2.690098758	98.90282132	N	0.996145935	53.40126209	1.934551276	97.38461538
AFF2	0.986489806	-1.329099828	7.053291536	N	0.913755507	20.2165229	-1.113412485	9.230769231
AGTR2	1	0.168658301	60.81504702	N	0.992476712	51.38076767	-0.040689483	46.92307692
AIFM1	1	-0.077070159	46.23824451	N	0.837840275	8.440919354	0.097663016	56.46153846
AKAP14	1	-0.21314741	38.55799373	Y	1.008475409	60.66114746	-0.095440049	42.76923077
AKAP17A	0.894285714	2.457431353	98.27586207	N	0.904095024	18.01655763	2.254131124	98.30769231
AKAP4	1	0.310277713	68.49529781	N	0.976113065	42.66195797	0.620935005	81.23076923
ALAS2	0.978678038	0.188676457	62.22570533	N	0.761446461	3.826781682	-0.140485574	40
ALG13	0.91147541	0.535614816	77.27272727	N	0.940726199	28.0206102	0.076872618	55.23076923
AMELX	1	-0.225556527	37.61755486	Y	0.849362685	9.662479013	0.349366474	70.76923077
AMER1	1	-0.688417273	16.61442006	N	1.000678494	56.15121866	0.987433851	89.53846154
AMMECR1	0.880626223	-0.159291577	41.53605016	Y	0.99611975	53.38389394	-0.024731412	47.53846154
AMOT	0.62245827	-0.351181553	30.87774295	N	0.950021112	31.23371736	0.050063003	53.23076923
ANOS1	0.938424821	0.834510664	85.89341693	N	0.955713756	33.52052336	0.767185605	85.07692308
AP1S2	0.973947896	-0.220811208	37.77429467	Y	0.429940451	0.191049615	-0.198544878	37.07692308
APEX2	0.888395688	0.287393624	67.55485893	N	0.879422942	13.55873328	0.634215051	82
APOO	0.9824	0.433888242	73.82445141	Y	1.0278284	71.45834539	0.559750934	79.53846154
APOOL	0.744934446	0.930283258	87.61755486	N	0.910593118	19.44653505	0.762230486	84.92307692
AR	0.890230906	1.769661697	96.0815047	N	0.966345315	37.82203439	1.095578011	90.92307692
ARAF	0.988888889	0.102391506	57.05329154	N	0.797337174	5.580964511	0.010815925	49.38461538
ARHGAP36	0.965635739	-1.381475206	6.269592476	N	0.941158973	28.13060846	-0.337083724	28.92307692
ARHGAP4	0.799278452	0.893815814	87.30407524	N	0.937264619	26.8453656	1.773039367	96
ARHGAP6	0.897576737	0.218414198	64.89028213	N	0.966856143	38.07676721	-0.502657724	21.53846154
ARHGEF6	1	-0.646105395	17.86833856	N	0.938258096	27.15220286	-1.156762096	8.307692308
ARHGEF9	0.977791487	0.11068191	57.52351097	Y	0.736170885	2.993110635	-0.187155712	37.53846154
ARL13A	0.963522013	0.216347693	64.73354232	Y	0.953659569	32.71000984	0.319586584	69.84615385
ARMCX1	1	-0.886609578	14.10658307	N	0.903933615	17.99918949	-0.656749397	16.76923077
ARMCX2	0.987888362	-0.707541188	16.30094044	N	0.888999471	15.26081167	-0.765217221	13.69230769
ARMCX3	0.957017544	-0.184117022	40.90909091	Y	0.805593726	6.06148324	-0.344755773	28.46153846
ARMCX5	1	0.14380851	59.40438871	N	0.939996198	27.78324553	0.445598351	75.38461538
ARMCX6	0.601328904	-0.160632389	41.37931034	Y	0.978667232	43.88351763	-0.094740892	42.92307692
ARR3	0.976365118	-0.424343501	26.80250784	N	0.923829928	22.77542986	0.584542529	80
ARSD	0.919691969	0.46208849	74.45141066	N	1.049823346	81.60713252	0.127457916	58.30769231
ARSE	0.942753997	0.667262762	82.44514107	N	0.925813246	23.43541944	1.297437197	92.92307692
ARSF	1	1.313228223	92.78996865	N	0.986462708	47.98818966	0.601824114	80.30769231
ARSH	1	1.852060709	96.39498433	N	1.063313444	86.25600648	1.514847149	95.38461538
ASB11	0.978533095	0.905707279	87.46081505	N	1.029148182	72.10675621	0.893748504	87.53846154
ASB12	0.996878252	1.399334968	93.4169279	N	1.043631226	78.96138482	1.473529602	94.61538462
ASB9	1	0.006436851	52.19435737	Y	0.865763703	11.6250796	-0.140024416	40.15384615
ASMT	0.923743501	1.424649704	93.73040752	N	1.106072164	94.55798066	1.012924008	89.84615385
ASMTL	1	2.357940153	98.11912226	N	1.078635552	90.09436693	0.846807767	86.76923077
ATG4A	1	0.128632366	58.62068966	Y	0.986661018	48.13292422	0.239567897	65.53846154
ATP11C	0.993012856	-0.226920383	37.46081505	N	0.910804215	19.4986395	-0.258194215	32.61538462
ATP1B4	1	0.490396584	75.39184953	N	0.941899117	28.29850055	1.44423443	94.30769231
ATP2B3	0.988965871	-1.504957024	4.858934169	N	0.893836049	16.05395704	-0.799230068	12.92307692
ATP6AP1	0.880607315	-0.0398051	49.21630094	N	0.970532528	39.91779077	-0.107677991	41.84615385
ATP6AP2	0.9640553	-0.187555732	40.59561129	Y	0.917297386	21.04440456	-0.372007834	26.61538462
ATP7A	1	0.722389681	84.01253918	N	1.013844126	64.02477856	0.40566779	72.92307692
ATRX	1	-2.183744843	2.037617555	N	0.885165078	14.50819198	-2.945899533	1.076923077
ATXN3L	1	1.545639474	94.35736677	N	1.015909844	65.10160366	0.972656698	88.92307692
AVPR2	1	2.030794351	96.86520376	N	1.027067036	71.05887802	1.794779651	96.46153846
AWAT1	1	-0.385003859	28.52664577	N	0.945976351	29.5895328	0.013834879	49.53846154
AWAT2	1	0.606573833	79.93730408	N	0.897982505	16.77184044	0.015005486	49.84615385
BCAP31	0.836082474	-0.022564925	50.15673981	Y	0.902350758	17.70393099	0.270572443	67.38461538
BCOR	0.983834586	-2.111335689	2.194357367	N	0.919023674	21.490187	-1.527315837	4.923076923
BCORL1	0.962741313	-2.452154412	1.253918495	N	0.948611202	30.67793666	-0.903840795	11.69230769
BEND2	0.942695722	-0.498356102	23.6677116	N	0.95437722	33.04579401	-0.730531011	14.46153846
BEX1	1	-0.110970716	44.04388715	Y	0.909556537	19.22074915	0.303460357	68.76923077
BEX2	0.802443992	0.351043453	71.15987461	Y	1.091233918	92.43906675	0.415778835	73.23076923
BEX3	1	0.014716759	52.6645768	Y	0.819657168	6.900943669	-0.015482159	48.15384615
BEX4	0.884297521	-0.09301645	45.45454545	Y	0.886604	14.73976727	0.1657075	60.92307692
BEX5	1	-0.09301645	45.45454545	Y	0.998104828	54.7038731	-0.318258676	29.84615385
BGN	1	-0.666761666	17.39811912	N	0.885923155	14.629769	0.105063262	56.76923077
BHLHB9	1	0.582253482	79.46708464	N	1.040676656	77.67614196	0.630508262	81.84615385
BMP15	0.985629755	0.851769198	86.36363636	N	0.993140616	51.74549876	0.984463619	89.38461538
BMX	1	-0.313853691	32.75862069	N	0.925290003	23.27331674	-0.477843269	22.30769231
BRCC3	0.915492958	-0.039151679	49.37304075	Y	0.761188498	3.815202918	-0.005545155	48.76923077
BRS3	1	-0.248281876	36.52037618	N	0.938686579	27.30851618	-0.174670712	38.15384615
BRWD3	0.99407434	-3.218275986	0.78369906	N	0.782739733	4.776240375	-3.435310073	0.769230769
BTK	0.965645311	-0.620539117	18.49529781	N	0.627927736	1.07103572	-0.976037439	10.92307692
C1GALT1C1	0.99477534	0.462846986	74.60815047	N	0.928981362	24.28645863	0.31028297	69.23076923
CA5B	0.949897751	-0.552133777	21.78683386	N	0.976359622	42.80090314	0.220362792	64.92307692
CACNA1F	0.916585524	0.018299896	52.82131661	N	0.983006986	45.93295895	2.367445834	98.61538462
CAPN6	1	-1.218731435	8.307210031	N	0.87876128	13.44873502	-1.287371199	6.923076923
CASK	1	-1.49311823	5.015673981	N	0.69708999	2.055230707	-1.718617504	3.846153846
CCDC120	0.632387157	0.657559974	81.81818182	N	1.041794186	78.20876512	2.210771767	98.15384615
CCDC160	0.886503067	0.365522523	71.63009404	Y	0.948815378	30.78214555	0.815608501	85.84615385
CCDC22	0.834188912	2.152062807	97.49216301	N	0.851956552	9.93457998	1.895335755	97.07692308
CCNB3	1	-0.513683648	23.19749216	N	0.984295871	46.75505124	-0.620117534	17.84615385
CD40LG	1	-0.31188286	32.9153605	Y	0.950531989	31.44792451	0.01685632	50
CD99	1	0.339186143	70.37617555	N	1.10610939	94.56377005	0.183160235	62.30769231
CD99L2	0.869061414	0.820771549	85.42319749	N	1.078933443	90.17541828	0.550410426	79.23076923
CDK16	0.869200671	-0.480312174	24.76489028	N	0.754801725	3.583627627	-0.249760551	33.38461538
CDKL5	0.982929021	-2.2043074	1.724137931	N	0.823533512	7.126729578	-1.687439974	4.153846154
CDR1	1	-0.423023778	26.95924765	Y	0.926166034	23.51647079	-0.151807214	39.23076923
CDX4	1	-0.077778423	46.0815047	N	1.084739081	91.21750709	0.291067599	68
CENPI	1	0.539443904	77.5862069	N	0.911593923	19.68389973	-0.196864528	37.23076923
CETN2	0.990654206	-0.021195985	50.31347962	Y	0.797705024	5.609911422	0.018029512	50.15384615
CFP	0.743411928	0.078236532	55.79937304	Y	0.885887909	14.61819024	0.03487071	51.53846154
CHM	0.988241058	-0.360794619	29.93730408	N	0.912978871	20.07178834	-0.090830356	43.69230769
CHRDL1	1	-0.064648023	47.17868339	N	0.966677231	37.96676895	0.217327002	64.46153846
CITED1	0.97754491	0.297159428	68.18181818	Y	0.921732272	22.19070225	0.425703402	74
CLCN4	1	-1.256772993	7.836990596	N	0.599600926	0.810513518	-1.777924676	3.384615385
CLCN5	0.946661399	-0.310396006	33.07210031	N	0.922122923	22.34122619	-0.289274511	30.92307692
CLDN2	1	0.115540835	58.15047022	Y	0.847138568	9.338273606	-0.089899131	43.84615385
CLIC2	1	0.388982896	72.25705329	Y	0.873344874	12.67874718	0.01685632	50
CMC4	1	0.402942293	72.72727273	Y	0.986140293	47.76819313	0.125982054	57.69230769
CNGA2	0.951861042	1.002806695	89.02821317	N	0.957603318	34.11104035	1.336454137	93.53846154
CNKSR2	0.99656035	-1.455026385	5.329153605	N	0.798933972	5.685173392	-1.63316031	4.461538462
COL4A5	0.978993187	0.506466942	76.01880878	N	0.903953786	18.00497887	-0.929552227	11.53846154
COL4A6	0.980458474	0.855194416	86.52037618	N	0.98123477	45.02402594	0.535133635	78.30769231
COX7B	1	-0.071618602	47.02194357	Y	0.832744929	7.937243096	0.216586025	64.15384615
CPXCR1	0.943708609	0.056832981	54.38871473	Y	0.979547024	44.30614253	0.306566431	69.07692308
CRLF2	1	0.1907533	62.53918495	N	1.081657003	90.70225207	-0.18323114	37.84615385
CSAG1	1	1.070772451	90.12539185	N	1.083232137	90.96277427	0.923784299	88
CSF2RA	0.904519414	1.132256839	91.06583072	N	1.053883669	83.19342326	1.508862576	95.23076923
CSTF2	0.965330444	-0.25037744	36.20689655	Y	0.704804755	2.217333411	-0.454505979	23.53846154
CT45A10	0.537800687	1.141174181	91.22257053	N	N/A	N/A	1.028702879	90.15384615
CT47B1	0.886061947	2.061263617	97.02194357	N	1.186094814	98.68002084	2.897939995	99.07692308
CT55	0.634920635	0.422902494	73.51097179	Y	0.874839477	12.8987437	0.429441039	74.15384615
CT83	1	0.065131521	55.32915361	Y	1.00828341	60.52799166	0.189285043	62.76923077
CTAG2	0.815721649	1.576219887	94.51410658	N	1.116089346	95.57691194	0.7124096	84.46153846
CTPS2	1	-0.532068084	22.57053292	N	0.809371595	6.275690384	-1.170496753	8.153846154
CUL4B	0.99895361	-1.408508369	5.956112853	N	0.713652547	2.460487466	-1.179743674	8
CXCR3	0.934335443	-0.503817156	23.51097179	Y	0.855366199	10.31667921	-0.661185497	16.61538462
CXorf21	1	0.543684342	77.89968652	N	0.91228617	19.89810687	0.416375837	73.38461538
CXorf23	0.968884634	-0.63221164	18.33855799	N	0.943100735	28.66902102	-0.240290648	34.30769231
CXorf36	0.91405681	0.848300736	86.20689655	N	0.969423115	39.30990563	0.634215051	82
CXorf38	0.912244898	-0.05293772	47.96238245	Y	1.034391623	74.723557	0.046654116	52.92307692
CXorf40A	0.795546559	0.079629471	55.95611285	Y	0.862256097	11.13877149	0.185567349	62.46153846
CXorf40B	1	0.561651263	78.9968652	N	0.999100027	55.28281132	0.439955863	74.92307692
CXorf56	1	-0.215261728	38.24451411	Y	0.709737886	2.321542291	-0.052692754	46.15384615
CXorf57	1	-1.234768749	8.150470219	N	0.89831673	16.82394489	-1.273123159	7.076923077
CXorf58	0.996105161	1.334255565	93.10344828	N	0.915114935	20.51178139	0.706205113	84.15384615
CXorf65	1	1.117700109	90.7523511	N	0.942711278	28.56481213	0.536161309	78.46153846
CXorf66	1	0.276354448	66.92789969	N	0.985815203	47.58872228	0.020065826	50.46153846
CXorf67	0.937830688	0.306061417	68.33855799	N	0.977563281	43.36247322	0.62567599	81.53846154
CYBB	1	-0.54104622	22.25705329	N	0.829716191	7.659352747	-0.455624522	23.38461538
CYLC1	0.967545639	1.87917439	96.55172414	N	1.015740718	65.0552886	0.257751673	66.30769231
CYSLTR1	1	-0.956395572	12.69592476	N	0.930296362	24.65118972	-0.309818854	30.61538462
DACH2	0.891527253	0.540811229	77.74294671	N	0.948420081	30.62004284	0.84096524	86.15384615
DCAF12L1	1	-0.521000281	22.72727273	N	0.846246422	9.257222254	-0.87829403	12
DCAF12L2	1	-0.074997226	46.55172414	N	1.014750914	64.52266543	-0.751559438	14.15384615
DCAF8L1	1	0.865777128	86.99059561	N	0.958880563	34.60892723	1.525738221	95.53846154
DCAF8L2	0.71835443	0.398562299	72.57053292	N	0.892908672	15.9034331	0.077122148	55.38461538
DCX	1	-0.601312256	19.12225705	Y	0.715680586	2.483644995	-0.559524056	19.53846154
DDX3X	0.995616171	-0.886609578	14.10658307	N	0.581777639	0.717883402	-1.141348668	8.461538462
DDX53	0.977848101	0.946663525	88.08777429	N	0.953564402	32.6926417	0.258464221	66.46153846
DGAT2L6	0.995183044	0.023008692	53.13479624	N	0.984908811	47.08504603	1.266174883	92.15384615
DHRSX	0.890855457	1.154768523	91.53605016	N	1.002323305	57.10067736	0.438201376	74.76923077
DIAPH2	0.958429561	-1.196800304	8.620689655	N	0.867445178	11.79297169	-1.187958112	7.846153846
DKC1	0.988785047	-0.769802684	15.830721	N	0.676392928	1.719446535	-0.342182829	28.61538462
DLG3	0.89623312	-1.301807153	7.36677116	N	0.821059466	6.987784403	-1.512807722	5.076923077
DMD	0.998786513	0.611909486	80.2507837	N	0.980909125	44.91402767	0.964667879	88.76923077
DNASE1L1	0.993569132	0.199036112	63.1661442	N	0.904226319	18.06866207	-0.219951348	35.53846154
DOCK11	0.983359253	-0.354674041	30.56426332	N	0.905482516	18.32339489	0.066409255	54.61538462
DRP2	0.958079784	-0.836430222	14.89028213	N	0.936545711	26.60221154	0.220153969	64.61538462
DUSP21	1	0.203903089	63.63636364	Y	1.093119502	92.67064204	0.038573425	52.15384615
DUSP9	0.67755804	-0.358077172	30.2507837	N	0.88465589	14.41556186	0.452363123	76
DYNLT3	0.91280654	0.005738393	52.03761755	Y	0.920865836	21.99386325	0.214724558	64
EBP	0.917730496	0.374503408	71.78683386	Y	0.841385914	8.753545997	0.343165574	70.61538462
EDA	0.880784314	-0.020486773	50.47021944	Y	0.914995133	20.47125572	-0.094740892	42.92307692
EDA2R	0.89457523	0.439385546	74.13793103	Y	0.955522621	33.43947201	1.109539662	91.23076923
EFHC2	0.806157849	2.248319215	97.96238245	N	1.031689036	73.38620969	1.835975663	96.76923077
EFNB1	0.914853359	-0.369166185	29.31034483	Y	0.876030584	13.05505703	-0.161744062	38.76923077
EGFL6	1	1.306499895	92.63322884	N	0.976569559	42.91090141	0.326603587	70
EIF1AX	0.960784314	-0.059195895	47.49216301	Y	0.308692247	0.069472587	-0.06702828	45.53846154
EIF2S3	1	-0.479021171	24.92163009	Y	0.562640156	0.607885139	-0.583103629	18.76923077
ELF4	1	-0.198573774	39.65517241	N	0.966404708	37.86256006	-0.717418501	14.92307692
ELK1	0.922486569	0.394483894	72.4137931	Y	0.865846697	11.64823713	0.485254731	76.92307692
EMD	0.892993631	-0.009436181	51.2539185	N	0.947445145	30.23215423	-0.045073433	46.76923077
ENOX2	1	-0.585253436	19.7492163	N	0.924709523	23.05332021	-0.224134141	35.07692308
ERAS	0.811965812	-0.31401085	32.60188088	Y	0.72725968	2.761535344	0.059620217	54.15384615
ERCC6L	1	-1.075913247	10.18808777	N	0.895944391	16.41868813	-0.877871129	12.15384615
ESX1	0.820762368	-0.106065465	44.67084639	N	0.952522574	32.18896544	0.266307799	67.07692308
F8	0.99610245	-0.026801697	49.84326019	N	0.948355078	30.58530655	-0.344940958	28.30769231
F9	1	0.637551029	81.34796238	N	0.739541072	3.114687663	0.045479078	52.76923077
FAAH2	1	0.855614104	86.67711599	N	0.994946394	52.78179818	0.554659702	79.38461538
FAM104B	0.928	0.71246607	83.69905956	Y	1.091500541	92.48538181	0.602640991	80.46153846
FAM120C	0.884672398	-1.478575408	5.172413793	N	0.881803663	13.91767498	-1.398176276	5.692307692
FAM122B	0.854485777	0.329601313	69.43573668	Y	0.841692344	8.794071673	0.364881541	71.53846154
FAM122C	0.76369863	0.284704729	67.39811912	Y	1.06340243	86.29653216	0.467270048	76.30769231
FAM127A	1	-0.220811208	37.77429467	Y	0.632914762	1.099982632	-0.198544878	37.07692308
FAM127B	1	-0.159291577	41.53605016	Y	0.965207233	37.34151566	-0.024731412	47.53846154
FAM127C	1	-0.019116383	50.62695925	Y	0.962166984	35.92890639	-0.105377964	42.15384615
FAM133A	0.989290495	0.201859738	63.47962382	Y	0.979337295	44.20193365	0.081339642	55.69230769
FAM155B	0.754730203	-0.233776591	37.30407524	N	0.974576867	41.93828518	0.305362837	68.92307692
FAM199X	0.99494524	-0.741610443	16.14420063	Y	0.774829462	4.423088057	-0.559524056	19.53846154
FAM3A	0.800483676	-0.655194268	17.71159875	Y	0.897540105	16.68499971	0.176281759	62
FAM46D	1	-0.280739105	34.63949843	N	0.902340943	17.68656284	0.127952782	58.46153846
FAM47A	1	0.295320718	67.86833856	N	1.00897914	61.01429977	0.845923732	86.61538462
FAM47B	1	1.404735419	93.57366771	N	1.007613681	60.16904996	0.445709564	75.53846154
FAM47C	1	2.582126284	98.43260188	N	1.013097224	63.55004921	1.928164783	97.23076923
FAM50A	0.875468165	-0.565393979	21.15987461	Y	0.606600316	0.89156487	-0.673772489	16.30769231
FAM58A	1	-0.04949135	48.27586207	Y	0.831472997	7.861981127	-0.329289905	29.23076923
FAM9A	0.892891918	0.727395841	84.169279	N	1.054443322	83.39605164	0.647227903	82.61538462
FAM9B	1	0.687454846	83.07210031	N	1.102395442	94.20482834	0.443686264	75.23076923
FAM9C	0.986564299	0.676502173	82.75862069	Y	1.038207053	76.50089735	0.394061593	72.61538462
FANCB	1	-0.045318341	48.7460815	N	1.012444494	63.13900307	-0.629958845	17.38461538
FATE1	0.809859155	0.06374021	55.17241379	Y	1.071258899	88.32860534	0.683901374	83.69230769
FGD1	0.858835477	-0.97229414	12.06896552	N	0.756419184	3.653100214	-1.102612228	9.538461538
FGF13	1	0.009887174	52.50783699	Y	0.816774981	6.767787877	-0.43536279	24.15384615
FGF16	0.988764045	-0.062640257	47.3354232	Y	N/A	N/A	-0.09429929	43.07692308
FHL1	0.946610169	-0.606007025	18.80877743	N	0.989592828	49.75395125	-0.25345198	32.92307692
FLNA	1	-2.329637886	1.410658307	N	0.884673661	14.42714062	-0.72016455	14.76923077
FMR1	0.967906266	0.258403871	66.30094044	N	0.908501553	18.99496324	-0.084115512	44.30769231
FMR1NB	1	-0.701365061	16.45768025	N	1.00810791	60.44694031	-0.113914456	41.53846154
FOXO4	1	-0.126092181	43.4169279	N	0.92306046	22.54964395	-0.036990632	47.23076923
FOXP3	0.765718563	0.22185777	65.20376176	Y	0.877126523	13.21715973	0.546086047	79.07692308
FOXR2	1	0.225960875	65.36050157	N	1.016856916	65.60527992	0.379782107	72.15384615
FRMD7	1	0.66597381	82.28840125	N	0.950205566	31.35529439	0.177826524	62.15384615
FRMPD3	0.924449299	-0.574975085	20.53291536	N	0.972329885	40.84988132	1.784710063	96.15384615
FRMPD4	0.989337962	-1.350965884	6.5830721	N	0.895951369	16.42447751	-0.436283225	24
FTHL17	1	0.788313436	85.10971787	N	1.024789122	69.94152724	0.127287899	58.15384615
FTSJ1	1	0.159019139	60.34482759	Y	0.780019437	4.66045273	-0.262263935	32.46153846
FUNDC1	0.938016529	0.208804041	64.26332288	Y	1.016638558	65.52422856	0.539357751	78.76923077
FUNDC2	0.994880546	-0.245621335	36.67711599	Y	1.04990588	81.62450067	0.126631029	58
G6PD	0.950177936	1.672674878	95.29780564	N	0.852258361	9.975105656	0.621262146	81.38461538
GAB3	0.896111111	0.00713641	52.35109718	N	0.984059904	46.62189544	0.311588757	69.38461538
GABRA3	1	-0.796754019	15.67398119	N	0.813014282	6.489897528	-0.942463858	11.38461538
GABRE	0.96265293	1.163766903	91.69278997	N	1.001205795	56.53910728	0.772720611	85.23076923
GABRQ	1	-0.097784592	44.98432602	N	1.052414261	82.69553639	0.014714266	49.69230769
GATA1	1	-0.072251206	46.86520376	N	0.963101784	36.33995253	0.275572869	67.53846154
GCNA	0.997169811	0.108629081	57.36677116	N	1.055563959	83.85341284	1.092901002	90.61538462
GDI1	1	-1.284524238	7.523510972	N	0.556290095	0.567359463	-1.618949478	4.615384615
GDPD2	0.914348063	0.1148156	57.8369906	N	0.802282091	5.905169918	0.291726187	68.15384615
GEMIN8	1	0.101706845	56.89655172	Y	0.955508415	33.43368263	0.042951418	52.46153846
GJB1	0.98943662	-0.204171487	39.02821317	Y	0.732564457	2.92942743	-0.083655477	44.46153846
GK	1	-1.032596373	11.28526646	N	0.770087745	4.162565854	-1.045035799	10
