CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
WBSCR28	WBSCR28	WBSCR28	WBSCR28	WBSCR28	0.982308907	90.7595928	N	86.37677668	1.072447536	91.97036323	0.721328015	85.83820252
RHBDD2	RHBDD2	RHBDD2	RHBDD2	RHBDD2	-0.646902421	16.8965725	N	8.196820043	-0.572861864	19.30004217	-0.550712771	19.81808325
RSBN1L	RSBN1L	RSBN1L	RSBN1L	RSBN1L	-0.660655641	16.50502982	N	55.5890147	-0.873823892	10.55960484	-1.272284043	5.270766821
ADAM22	ADAM22	ADAM22	ADAM22	ADAM22	-0.281392759	32.20287934	N	61.74415803	-0.244898387	35.31112584	-0.109398927	43.2323354
STEAP4	STEAP4	STEAP4	STEAP4	STEAP4	-0.17360721	38.43141979	N	37.5271019	0.007114748	52.45467141	-0.02487446	48.87054997
C7orf63	C7orf63	C7orf63	C7orf63	C7orf63	0.496647084	78.06156256	N	27.52348832	0.244942606	67.69471719	0.097939355	57.81579423
RBM48	RBM48	RBM48	RBM48	RBM48	0.037890032	53.04499729	N	44.20621537	0.139248629	61.44810554	-0.162665059	39.58195289
ZNF3	ZNF3	ZNF3	ZNF3	ZNF3	-0.590512438	18.75188242	N	52.22235606	-0.214344422	36.99777122	-0.126274326	42.21432444
GATS	GATS	GATS	GATS	GATS	-0.153922977	39.70242756	Y	21.28402795	-0.073666487	46.93090778	-0.314753475	30.5403289
PILRB	PILRB	PILRB	PILRB	PILRB	1.007931847	91.16920667	Y	78.52324741	0.215917593	66.0622854	0.614082397	82.83838323
ZCWPW1	ZCWPW1	ZCWPW1	ZCWPW1	ZCWPW1	0.845926385	88.33202819	N	55.27583715	0.751478496	86.34419613	0.707000513	85.42858864
TRIM56	TRIM56	TRIM56	TRIM56	TRIM56	-1.131795826	7.246551413	N	29.04721754	-1.358400302	4.535871333	-0.544900179	19.96867659
FIS1	FIS1	FIS1	FIS1	FIS1	0.460891706	76.66405638	Y	4.408576247	0.534852948	80.37467622	0.213042397	64.92379977
DNAJC2	DNAJC2	DNAJC2	DNAJC2	DNAJC2	-0.487417493	22.26371905	N	63.94242351	-0.608333431	17.95072586	-0.777572642	13.03535932
C7orf60	C7orf60	C7orf60	C7orf60	C7orf60	-0.492571755	22.08300705	Y	17.57407854	-0.578589405	19.13137763	-0.439555205	24.38407325
MET	MET	MET	MET	MET	-0.477292916	22.66128546	N	43.44736208	-0.4357356	24.77561593	-0.45979178	23.48051322
ANKRD7	ANKRD7	ANKRD7	ANKRD7	ANKRD7	0.518060943	79.03740739	N	96.93447362	0.804050359	87.60918017	0.506837823	79.23016686
FLNC	FLNC	FLNC	FLNC	FLNC	-3.395312832	0.493946148	N	25.96964587	-2.749049211	0.728871755	-3.026274735	0.596349617
CNOT4	CNOT4	CNOT4	CNOT4	CNOT4	-0.434777918	24.57080899	N	15.02649964	-0.560605118	19.73375098	-0.693725437	15.04126257
UBN2	UBN2	UBN2	UBN2	UBN2	-0.457772106	23.49858442	N	57.1368345	-0.941097658	9.330763207	-0.949931603	9.469309078
LUC7L2	LUC7L2	LUC7L2	LUC7L2	LUC7L2	-0.414313318	25.46834528	Y	16.58636473	-0.205397969	37.65435817	-0.245856771	34.64851515
JHDM1D	JHDM1D	JHDM1D	JHDM1D	KDM7A	-0.668151674	16.31227035	N	24.53023368	-0.313424443	31.37762785	-0.433738546	24.52864285
DENND2A	DENND2A	DENND2A	DENND2A	DENND2A	-0.104737649	42.94921993	N	26.34304987	-0.386391666	27.08872959	0.108321608	58.47840492
WEE2	WEE2	WEE2	WEE2	WEE2	-0.05177317	46.62369737	N	87.9005059	-0.408877829	25.96831516	-0.275779246	32.67875429
OR9A4	OR9A4	OR9A4	OR9A4	OR9A4	0.387780214	73.50159629	N	39.49048422	0.000584506	51.94265406	-0.427214553	24.932233
TAS2R40	TAS2R40	TAS2R40	TAS2R40	TAS2R40	0.273442505	67.75495452	N	97.50060226	-0.012476025	50.9969279	0.287779383	69.30907777
TAS2R41	TAS2R41	TAS2R41	TAS2R41	TAS2R41	0.174097518	62.25528583	N	71.10937124	0.035653474	54.36419493	0.411275775	75.56773688
OR2F2	OR2F2	OR2F2	OR2F2	OR2F2	0.189872569	63.20101199	N	38.65935919	0.270173733	69.07415216	0.231873409	66.10445154
OR6B1	OR6B1	OR6B1	OR6B1	OR6B1	0.355447696	71.95952051	N	63.29800048	-0.116474096	43.57568821	0.496424935	78.82055298
OR2A5	OR2A5	OR2A5	OR2A5	OR2A5	1.138837304	92.97632673	N	74.65068658	1.030843685	91.47039335	0.783078459	87.38630203
OR2A25	OR2A25	OR2A25	OR2A25	OR2A25	0.936380071	89.92229384	N	96.7718622	0.816300138	87.79591591	0.798026212	87.80193964
OR2A12	OR2A12	OR2A12	OR2A12	OR2A12	0.388562977	73.53773869	N	76.64418212	0.699236711	85.0972833	0.419075942	75.80868622
OR2A2	OR2A2	OR2A2	OR2A2	OR2A2	0.22298745	64.95994217	N	80.03493134	0.429236122	76.34479851	0.045977954	54.14131679
OR2A14	OR2A14	OR2A14	OR2A14	OR2A14	0.437453189	75.71833022	N	90.28547338	0.567500231	81.30233118	0.596522246	82.27817601
ZNF777	ZNF777	ZNF777	ZNF777	ZNF777	-0.719392717	14.94488284	N	10.87689713	-0.439030931	24.63707006	-0.327800717	29.82952834
REPIN1	REPIN1	REPIN1	REPIN1	REPIN1	0.151445053	60.89392205	N	51.64418212	0.241634433	67.44774411	0.338463773	72.11011385
ZNF775	ZNF775	ZNF775	ZNF775	ZNF775	-0.12237148	41.75652069	Unassessed	Unassessed	0.132718561	61.11680019	-0.130812721	41.84085296
ABP1	ABP1	AOC1	AOC1	AOC1	0.177523393	62.45406903	N	60.21440617	-0.371312397	27.95012349	0.785637013	87.42846816
AGAP3	AGAP3	AGAP3	AGAP3	AGAP3	-1.223659583	6.288777784	N	20.07949892	-1.082650381	7.144147943	-0.174409839	38.91331847
GBX1	GBX1	GBX1	GBX1	GBX1	0.513529655	78.88681405	Unassessed	Unassessed	0.451247328	77.260406	0.513984822	79.49521113
CNPY1	CNPY1	CNPY1	CNPY1	CNPY1	0.268295405	67.42967291	Y	96.88629246	0.411263048	75.65809289	0.191600558	63.652792
NCAPG2	NCAPG2	NCAPG2	NCAPG2	NCAPG2	-0.519298594	20.90235528	N	56.01059986	0.174805226	63.51424613	-0.059366497	46.31046323
MCPH1	MCPH1	MCPH1	MCPH1	MCPH1	2.567871085	99.18679598	N	84.19055649	2.991615397	99.39762665	2.071627591	98.30733088
SGK223	SGK223	SGK223	SGK223	SGK223	1.581459201	96.72308897	N	73.45820284	0.880777009	88.97054394	0.764905547	86.94054575
RP1L1	RP1L1	RP1L1	RP1L1	RP1L1	7.128650312	99.91566773	N	83.50999759	7.795456876	99.9277152	6.192221859	99.88554906
DEFB136	DEFB136	DEFB136	DEFB136	DEFB136	-0.004123527	50.0993916	Y	19.3567815	-0.038194582	49.29221131	0.129199299	59.79760255
DEFB135	DEFB135	DEFB135	DEFB135	DEFB135	0.168949033	61.86976688	Y	88.16550229	0.065401786	56.61707126	0.206548001	64.53828083
USP17L2	USP17L2	USP17L2	USP17L2	USP17L2	3.387695411	99.57833865	N	82.1910383	3.728262822	99.64459972	3.684812222	99.66869466
MTUS1	MTUS1	MTUS1	MTUS1	MTUS1	2.756115398	99.31931811	N	85.69621778	2.964345289	99.37955545	2.568777153	99.06029757
SFTPC	SFTPC	SFTPC	SFTPC	SFTPC	0.245640846	66.27311608	N	33.08841243	0.223254273	66.48997048	0.552986352	80.89874104
PHYHIP	PHYHIP	PHYHIP	PHYHIP	PHYHIP	-0.707043459	15.27618818	N	1.066008191	-0.585522785	18.86633335	-0.555905991	19.68556111
PEBP4	PEBP4	PEBP4	PEBP4	PEBP4	1.762044791	97.47003193	N	41.85738376	2.040495253	98.18685621	1.210161678	94.06059876
GNRH1	GNRH1	GNRH1	GNRH1	GNRH1	0.56102428	80.66381543	N	39.59889183	0.397396114	75.09788567	0.610203577	82.76609843
EBF2	EBF2	EBF2	EBF2	EBF2	-1.073671406	8.023613035	N	13.62924596	-0.885271314	10.39696404	-1.158499033	6.46948979
KIAA0146	KIAA0146	SPIDR	SPIDR	SPIDR	-0.188143479	37.5519547	N	85.70224042	-0.073180167	46.97909764	-0.507205161	21.5529185
UBE2V2	UBE2V2	UBE2V2	UBE2V2	UBE2V2	0.037270455	53.01487862	Y	52.24042399	0.127801595	60.86380339	0.059650763	55.23763629
UBXN2B	UBXN2B	UBXN2B	UBXN2B	UBXN2B	-0.352612931	28.55852057	Y	89.1411708	-0.24006415	35.52195651	-0.176308452	38.78079634
CSPP1	CSPP1	CSPP1	CSPP1	CSPP1	0.021629389	51.84025059	N	90.79739822	-0.18693716	38.91331847	0.06736411	55.67736883
MSC	MSC	MSC	MSC	MSC	0.019930709	51.68363352	Y	11.11178029	0.071931932	57.08089874	-0.042403002	47.66580326
SBSPON	SBSPON	SBSPON	SBSPON	SBSPON	0.384815008	73.37509789	N	66.48397976	0.125785327	60.59875911	0.187031065	63.38774773
STMN2	STMN2	STMN2	STMN2	STMN2	-0.218590278	35.91952292	Y	2.541556252	-0.176457567	39.67833263	-0.204248293	37.25679176
LRRCC1	LRRCC1	LRRCC1	LRRCC1	LRRCC1	1.253660373	94.27745317	N	94.65791376	1.287499536	94.50033131	0.948145772	90.8318776
RBM12B	RBM12B	RBM12B	RBM12B	RBM12B	-0.895612749	10.83067285	N	52.14406167	-0.841988652	11.3065478	-1.510914921	3.704596109
RGS22	RGS22	RGS22	RGS22	RGS22	0.616151367	82.44684055	N	80.72151289	0.753596494	86.39840973	1.215974055	94.09071743
RIMS2	RIMS2	RIMS2	RIMS2	RIMS2	0.05833384	54.44250346	N	70.40472175	-0.535647686	20.6011686	-0.846619678	11.4511174
ENY2	ENY2	ENY2	ENY2	ENY2	-0.028177933	48.29227155	N	Unassessed	-0.016991825	50.73790735	-0.024845678	48.90669237
SYBU	SYBU	SYBU	SYBU	SYBU	-0.404009356	26.0466237	N	19.12189834	-0.264891704	34.2087826	-0.487686924	22.24564785
KLHL38	KLHL38	KLHL38	KLHL38	KLHL38	1.552519863	96.53635323	N	62.25006023	1.185089331	93.36184567	1.098310812	93.03054033
FER1L6	FER1L6	FER1L6	FER1L6	FER1L6	3.195974813	99.53617252	N	75.16863406	1.008745349	91.18727787	1.113986202	93.19318113
ZFAT	ZFAT	ZFAT	ZFAT	ZFAT	-0.225956622	35.43762424	N	18.59792821	-0.615606351	17.61942052	0.245465129	66.80320463
PLEC	PLEC	PLEC	PLEC	PLEC	5.011693423	99.8373592	N	38.49072513	4.655770415	99.81326426	9.696339629	99.93976266
GPAA1	GPAA1	GPAA1	GPAA1	GPAA1	-0.042092495	47.24414192	N	61.75620332	-0.217165413	36.87729655	-0.078198875	45.19607253
SHARPIN	SHARPIN	SHARPIN	SHARPIN	SHARPIN	0.795632235	87.18751882	N	63.23175139	0.829763582	88.00072285	0.556867984	81.04331064
SPATA6L	SPATA6L	SPATA6L	SPATA6L	SPATA6L	1.165857247	93.22932353	N	92.77884847	0.884425753	89.04885248	0.648512812	83.90458406
CNTLN	CNTLN	CNTLN	CNTLN	CNTLN	0.925207567	89.6632733	N	47.41026259	0.167165884	62.99018131	0.598427963	82.32636588
PTPLAD2	PTPLAD2	PTPLAD2	PTPLAD2	PTPLAD2	0.059760059	54.520812	N	33.26306914	0.285250491	69.93554605	0.36643365	73.46545389
IFT74	IFT74	IFT74	IFT74	IFT74	0.033197584	52.74983435	N	57.64875934	0.281219138	69.68254924	0.295548952	69.71266791
ENHO	ENHO	ENHO	ENHO	ENHO	-0.094408392	43.77447142	Y	99.03637678	-0.07245826	47.08150111	-0.087246671	44.70212638
KIAA1045	KIAA1045	KIAA1045	KIAA1045	KIAA1045	-0.602540068	18.31214987	N	59.96145507	-0.794732158	12.30648756	-0.366118174	27.93205229
MSMP	MSMP	MSMP	MSMP	MSMP	0.585077313	81.49509066	Y	69.61575524	0.507523269	79.40485513	0.547146421	80.61562556
FAM221B	FAM221B	FAM221B	FAM221B	FAM221B	0.65723727	83.60339739	N	48.12093471	0.575241371	81.53123306	0.575080718	81.62158906
TOMM5	TOMM5	TOMM5	TOMM5	TOMM5	0.309689981	69.73676285	Y	72.27776439	0.445930493	77.03150413	0.447702428	76.97126679
TRMT10B	TRMT10B	TRMT10B	TRMT10B	TRMT10B	-0.047863191	46.85862297	N	35.34690436	0.195117794	64.86356244	0.156483489	61.39991567
TLE4	TLE4	TLE4	TLE4	TLE4	-1.071487121	8.053731703	N	3.240183088	-1.315176089	4.885247877	-1.207915064	5.873140172
FRMD3	FRMD3	FRMD3	FRMD3	FRMD3	-0.575518227	19.20366243	N	23.15104794	-0.415811111	25.65508102	-0.609227206	17.89048852
DAPK1	DAPK1	DAPK1	DAPK1	DAPK1	-1.904506895	2.216733932	N	29.19176102	-1.897342483	2.029998193	-1.94731558	1.951689657
SPIN1	SPIN1	SPIN1	SPIN1	SPIN1	-0.202032699	36.79898801	Y	13.25584197	-0.162591006	40.60598759	-0.188648085	38.22058912
FGD3	FGD3	FGD3	FGD3	FGD3	-0.376990213	27.36582134	N	24.21705613	-0.936632202	9.397024276	-0.622250095	17.32425757
C9orf129	C9orf129	C9orf129	C9orf129	C9orf129	0.688959488	84.61538462	N	90.86966996	0.812199717	87.70555991	0.742158932	86.45262334
FAM22G	FAM22G	NUTM2G	NUTM2G	NUTM2G	1.066674417	91.9824107	N	79.45675741	0.569116196	81.39268719	1.080814262	92.81970966
ANKS6	ANKS6	ANKS6	ANKS6	ANKS6	0.086457043	56.37009819	N	72.96434594	0.340399284	72.40527679	0.265627959	67.96578519
TMEM245	TMEM245	TMEM245	TMEM245	TMEM245	-0.671117257	16.22793808	N	31.14912069	-0.582211206	18.92657069	-0.904989656	10.3728691
EPB41L4B	EPB41L4B	EPB41L4B	EPB41L4B	EPB41L4B	-0.61629589	17.78206132	N	80.37822212	-0.701694909	14.89669297	-0.327800717	29.82952834
AKAP2	AKAP2	AKAP2	AKAP2	AKAP2	0.700499983	84.94668996	N	78.57142857	0.775598168	86.97066442	0.381326286	74.09794591
DNAJC25	DNAJC25	DNAJC25	DNAJC25	DNAJC25	-0.088474859	44.17806156	Unassessed	Unassessed	-0.060202811	47.80434914	-0.12170817	42.47334498
HSDL2	HSDL2	HSDL2	HSDL2	HSDL2	-0.38729052	26.92006506	Y	68.8629246	-0.614462123	17.72182399	-0.488963462	22.19745798
SNX30	SNX30	SNX30	SNX30	SNX30	0.04163831	53.32208903	N	29.31823657	-0.337934428	29.85362328	-0.473363197	22.92030601
RNF183	RNF183	RNF183	RNF183	RNF183	0.983877986	90.78368773	N	77.37292219	0.893784767	89.25968315	0.894247739	89.76567677
BSPRY	BSPRY	BSPRY	BSPRY	BSPRY	0.065692206	54.91837841	N	67.40544447	0.166175243	62.92392025	0.766171212	86.96464068
FBXW2	FBXW2	FBXW2	FBXW2	FBXW2	-0.20968866	36.3652792	N	17.51987473	-0.552061795	20.05300885	-0.635863233	16.9146437
RC3H2	RC3H2	RC3H2	RC3H2	RC3H2	-1.620333996	3.240768628	N	57.31149121	-1.373487149	4.373230528	-1.330819657	4.806939341
WDR38	WDR38	WDR38	WDR38	WDR38	0.928100685	89.72953437	N	63.2076608	0.67803216	84.53105235	0.247473518	66.97186916
SCAI	SCAI	SCAI	SCAI	SCAI	-0.722194366	14.86055057	N	9.052035654	-0.808599259	11.98120595	-0.815922642	12.10168062
C9orf117	C9orf117	C9orf117	C9orf117	C9orf117	0.81140763	87.53689537	N	84.78679836	0.538959634	80.45900849	0.268915819	68.24890067
CCBL1	CCBL1	CCBL1	CCBL1	CCBL1	0.975427903	90.61502319	N	70.62153698	0.724952945	85.75989398	0.360558908	73.17029095
USP20	USP20	USP20	USP20	USP20	0.233131346	65.53822059	N	59.00987714	-0.448793379	24.13107644	-0.070429618	45.58159147
FUBP3	FUBP3	FUBP3	FUBP3	FUBP3	-0.619879434	17.67363412	N	30.23367863	-0.719268398	14.28829589	-0.576721634	18.94464189
CEL	CEL	CEL	CEL	CEL	0.458378216	76.52551051	Unassessed	Unassessed	-0.147027052	41.47340522	0.404749792	75.31474008
GLT6D1	GLT6D1	GLT6D1	GLT6D1	GLT6D1	1.15461275	93.12692007	N	90.14695254	1.134045026	92.73537739	1.363571748	95.3255828
NOTCH1	NOTCH1	NOTCH1	NOTCH1	NOTCH1	-1.759023577	2.692608879	N	16.92363286	-1.890070776	2.036021926	-1.021935776	8.294681043
KIAA1984	KIAA1984	KIAA1984	KIAA1984	CCDC183	1.210221799	93.84374435	N	79.20982896	1.976049099	98.03626288	1.701620554	97.29534365
ABCA2	ABCA2	ABCA2	ABCA2	ABCA2	-1.466323591	4.132281188	N	9.636232233	-2.147317907	1.427624842	-1.4833794	3.837118246
ASMTL	ASMTL	ASMTL	ASMTL	ASMTL	1.457504367	94.67455621	N	47.67525897	3.205808331	99.11242604	2.709131992	98.96449704
FAM47A	FAM47A	FAM47A	FAM47A	FAM47A	1.417419252	94.23076923	N	91.78511202	1.024699517	89.64497041	0.442556455	74.40828402
MAGEB16	MAGEB16	MAGEB16	MAGEB16	MAGEB16	0.959732487	88.75739645	N	95.35051795	1.267545115	92.89940828	1.142466359	91.27218935
CXorf27	CXorf27	CXorf27	CXorf27	CXorf27	0.399736376	72.92899408	N	79.61936883	0.529051352	79.43786982	0.32315532	70.56213018
USP9X	USP9X	USP9X	USP9X	USP9X	-3.759904212	0.295857988	N	14.43628041	-3.033885895	0.443786982	-3.965089044	0.295857988
DDX3X	DDX3X	DDX3X	DDX3X	DDX3X	-0.618500643	19.67455621	Y	0.144543483	-0.811336358	13.46153846	-1.026053387	10.65088757
ZNF81	ZNF81	ZNF81	ZNF81	ZNF81	0.896280005	86.83431953	N	68.76053963	1.436744682	93.78698225	1.010548835	89.05325444
GAGE10	GAGE10	GAGE10	GAGE10	GAGE10	0.312130156	68.78698225	Y	96.37436762	0.389986918	74.70414201	0.222451788	66.42011834
NUDT11	NUDT11	NUDT11	NUDT11	NUDT11	-0.2865183	33.72781065	Y	0.614309805	-0.241369151	38.16568047	-0.271114129	35.65088757
TRO	TRO	TRO	TRO	TRO	0.021609209	53.55029586	N	52.77643941	-0.039518329	51.33136095	-0.608697537	20.56213018
SPIN3	SPIN3	SPIN3	SPIN3	SPIN3	-0.237758321	36.83431953	Y	97.53071549	-0.188833804	42.01183432	-0.010807399	52.21893491
SPIN4	SPIN4	SPIN4	SPIN4	SPIN4	-0.218323791	37.72189349	Y	3.011322573	-0.241946383	37.86982249	-0.338841375	31.80473373
FOXO4	FOXO4	FOXO4	FOXO4	FOXO4	-0.126978671	43.04733728	Y	72.78968923	-0.265793456	36.68639053	-0.470165895	25.44378698
MED12	MED12	MED12	MED12	MED12	-2.986225144	0.73964497	N	2.806552638	-2.61393863	0.887573964	-3.043735296	0.73964497
PCDH19	PCDH19	PCDH19	PCDH19	PCDH19	-1.456446183	5.325443787	N	24.61455071	-0.712674757	17.15976331	-1.116878953	9.023668639
TCEAL6	TCEAL6	TCEAL6	TCEAL6	TCEAL6	0.346183199	70.85798817	Y	23.44615755	0.293267867	70.1183432	0.2713046	68.63905325
GLRA4	GLRA4	GLRA4	GLRA4	GLRA4	0.573635048	79.28994083	N	88.00289087	0.653457469	82.3964497	0.99756813	88.16568047
THOC2	THOC2	THOC2	THOC2	THOC2	-2.103015176	1.627218935	N	2.384967478	-1.545866072	3.25443787	-2.116592453	1.627218935
DCAF12L2	DCAF12L2	DCAF12L2	DCAF12L2	DCAF12L2	-0.097761223	45.56213018	N	13.55697422	-0.931421969	10.79881657	-0.543861436	22.78106509
RBMX2	RBMX2	RBMX2	RBMX2	RBMX2	-0.175663541	40.97633136	Y	62.74993977	-0.125601375	44.67455621	-0.068556022	46.59763314
FAM127C	FAM127C	FAM127C	FAM127C	FAM127C	-0.002982761	51.33136095	Y	79.2821007	-0.317127903	34.02366864	-0.098541818	45.41420118
FAM127A	FAM127A	FAM127A	FAM127A	FAM127A	-0.179451528	40.53254438	N	Unassessed	-0.155433196	43.34319527	-0.167436086	41.12426036
FAM127B	FAM127B	FAM127B	FAM127B	FAM127B	0.386347257	72.63313609	Y	98.84365213	0.132762542	63.90532544	-0.020798876	50.88757396
MAP7D3	MAP7D3	MAP7D3	MAP7D3	MAP7D3	0.501220449	76.33136095	N	88.68344977	0.070472417	59.17159763	-0.041296986	48.66863905
GPR50	GPR50	GPR50	GPR50	GPR50	1.290450627	93.04733728	N	92.97759576	0.180274593	66.71597633	0.690420414	82.24852071
HCFC1	HCFC1	HCFC1	HCFC1	HCFC1	-2.904439972	0.887573964	N	7.22115153	-2.186449686	1.627218935	-2.497685424	1.035502959
FLNA	FLNA	FLNA	FLNA	FLNA	-3.117795679	0.443786982	N	10.69019513	-4.873992918	0.295857988	-3.925070616	0.443786982
MTCP1	MTCP1	MTCP1	MTCP1	MTCP1	-0.139299895	42.01183432	N	Unassessed	-0.123205287	44.9704142	-0.12855503	43.34319527
SCNN1D	SCNN1D	SCNN1D	SCNN1D	SCNN1D	3.932108344	99.72290826	N	51.67429535	3.078787418	99.44581652	4.953124415	99.83133546
ATAD3C	ATAD3C	ATAD3C	ATAD3C	ATAD3C	2.216581768	98.80730077	N	90.96000964	2.612190862	99.10848744	2.438339667	98.9398229
CDK11A	CDK11A	CDK11A	CDK11A	CDK11A	0.926534365	89.69339196	Unassessed	Unassessed	0.856691045	88.5127402	0.834416724	88.50671646
TNFRSF14	TNFRSF14	TNFRSF14	TNFRSF14	TNFRSF14	0.119894746	58.78561532	N	52.16815225	0.035250481	54.30998133	-0.171117344	39.09403048
NPHP4	NPHP4	NPHP4	NPHP4	NPHP4	4.423568514	99.78314559	N	83.38352204	3.492473051	99.56629119	4.763432341	99.81326426
PLEKHM2	PLEKHM2	PLEKHM2	PLEKHM2	PLEKHM2	0.46884272	76.91102946	N	19.47121176	-0.56995819	19.3783507	-0.288147396	32.00409614
SZRD1	SZRD1	SZRD1	SZRD1	SZRD1	0.107249158	57.87603156	Y	30.05902192	0.100068315	58.9241612	0.245548892	66.86344196
TCEA3	TCEA3	TCEA3	TCEA3	TCEA3	-0.201409962	36.82910668	N	84.51577933	-0.282468537	33.25703271	-0.193865126	37.81699898
DCDC2B	DCDC2B	DCDC2B	DCDC2B	DCDC2B	0.66394959	83.79615686	N	45.1577933	0.498166187	79.07957352	0.192873197	63.7612192
FAM183A	FAM183A	FAM183A	FAM183A	FAM183A	0.576798206	81.21197518	Y	54.55311973	0.500589764	79.18800072	0.322244762	71.23667249
CCDC17	CCDC17	CCDC17	CCDC17	CCDC17	0.59396955	81.69387386	N	80.42640328	0.131912287	61.06861032	0.549720637	80.71802903
KNCN	KNCN	KNCN	KNCN	KNCN	0.408253885	74.48346485	Y	62.69573597	0.355795455	73.21848081	0.671953697	84.55514728
TTC39A	TTC39A	TTC39A	TTC39A	TTC39A	0.049134862	53.79796398	N	56.86581547	-0.373003226	27.78145895	-0.443466869	24.19733751
CYB5RL	CYB5RL	CYB5RL	CYB5RL	CYB5RL	0.949191077	90.17529065	N	91.86942905	0.782035904	87.13330522	1.015791043	91.92217336
USP24	USP24	USP24	USP24	USP24	-2.362231753	1.23486537	N	23.4521802	-2.111552689	1.517980845	-2.327082531	1.192699235
SYDE2	SYDE2	SYDE2	SYDE2	SYDE2	0.610990559	82.25408108	N	51.91520116	0.783333404	87.18751882	0.142782862	60.54454551
DNTTIP2	DNTTIP2	DNTTIP2	DNTTIP2	DNTTIP2	0.243912735	66.15264141	N	72.8920742	-0.022632688	50.37648334	-0.797087985	12.54141317
FNDC7	FNDC7	FNDC7	FNDC7	FNDC7	1.09508898	92.28962111	N	87.09347145	1.264178286	94.27745317	1.461724322	96.08457322
SLC22A15	SLC22A15	SLC22A15	SLC22A15	SLC22A15	-0.120968731	41.82278176	N	31.8296796	-0.20781404	37.43148003	-0.158126676	39.8891633
RPRD2	RPRD2	RPRD2	RPRD2	RPRD2	-1.252436658	5.873140172	N	50.67453626	-1.444873777	3.903379314	-1.715745491	2.740798747
DENND4B	DENND4B	DENND4B	DENND4B	DENND4B	-1.983351698	2.04204566	N	23.90990123	-2.019304716	1.668574182	-1.375732732	4.433467863
C1orf226	C1orf226	C1orf226	C1orf226	C1orf226	0.205029603	64.15276188	Y	85.75042159	0.230591058	66.91163183	0.166241678	62.05650262
C1orf110	C1orf110	C1orf110	C1orf110	C1orf110	0.566167877	80.86862237	N	70.85642014	0.630305333	83.24197338	0.272179185	68.38142281
DNM3	DNM3	DNM3	DNM3	DNM3	-0.869033559	11.3426902	N	7.6306914	-0.57527781	19.1976387	-0.897189088	10.49334377
SEC16B	SEC16B	SEC16B	SEC16B	SEC16B	2.866940648	99.35546051	N	55.5769694	2.788171952	99.27715198	2.856548235	99.27112825
C1orf53	C1orf53	C1orf53	C1orf53	C1orf53	0.544466048	80.01325221	Y	99.96386413	0.51486126	79.67592314	0.486050632	78.45310523
C1orf106	C1orf106	C1orf106	C1orf106	C1orf106	0.745957341	85.97674839	Unassessed	Unassessed	0.919498008	89.7536293	0.618617232	82.98295283
PPFIA4	PPFIA4	PPFIA4	PPFIA4	PPFIA4	-0.410723571	25.61893862	N	17.65839557	-0.319148416	31.06439371	-0.322579499	30.07047768
SOX13	SOX13	SOX13	SOX13	SOX13	0.044604474	53.49075357	N	88.44254397	0.324833328	71.7426661	-0.002126924	50.57526655
CR1	CR1	CR1	CR1	CR1	1.793193497	97.60255406	Unassessed	Unassessed	2.812391072	99.30124691	2.313525391	98.7771821
CR1L	CR1L	CR1L	CR1L	CR1L	2.083286775	98.45190049	N	81.60081908	2.45917057	98.96994157	2.226985113	98.63261249
TRIM67	TRIM67	TRIM67	TRIM67	TRIM67	-0.24436697	34.43166074	Unassessed	Unassessed	-0.401138919	26.33576291	-0.405770791	25.89603036
KIAA1383	KIAA1383	MAP10	MAP10	MAP10	1.028556824	91.44027468	N	78.76415322	1.541679668	96.36166496	0.781733434	87.35618336
PCNXL2	PCNXL2	PCNXL2	PCNXL2	PCNXL2	0.908544363	89.33196795	N	70.52517466	0.910875865	89.60303596	0.925459767	90.40419252
CEP170	CEP170	CEP170	CEP170	CEP170	0.165818795	61.69507861	N	42.39942183	0.291376862	70.19456659	0.512025393	79.40485513
KIF26B	KIF26B	KIF26B	KIF26B	KIF26B	1.281928373	94.56056864	N	25.560106	1.52766645	96.30142762	1.905939645	97.92783567
ZNF695	ZNF695	ZNF695	ZNF695	ZNF695	0.720337309	85.47677851	N	80.57094676	0.72535616	85.78398892	0.725863431	85.95867719
USP6NL	USP6NL	USP6NL	USP6NL	USP6NL	-0.538037099	20.31805313	N	84.28691881	-0.722495689	14.17986868	-1.111076104	7.029697006
SKIDA1	SKIDA1	SKIDA1	SKIDA1	SKIDA1	0.023516778	51.99686766	Unassessed	Unassessed	-0.17314806	39.7807361	-0.553321057	19.74579845
SYT15	SYT15	SYT15	SYT15	SYT15	3.770967788	99.67471839	N	73.01854975	3.84957769	99.69278959	4.555139591	99.78916933
C10orf71	C10orf71	C10orf71	C10orf71	C10orf71	2.059855775	98.37961569	N	81.70320405	2.097681636	98.35552075	2.067668842	98.29528342
DRGX	DRGX	DRGX	DRGX	DRGX	-0.022245082	48.7862177	N	64.29173693	0.126591723	60.71923378	0.049240461	54.34612373
